s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
 2.1401913E+002, 3.4261860E-084, 1.2720288E-085, 4.6258605E-087, 2.7801724E-046, 1.0288279E-046, 1.2226409E-047, 6.2522807E-021, 6.0997483E-022, 1.5153631E-022
 2.1700135E+002, 1.8059065E-089, 8.4491778E-091, 4.5228441E-092, 1.6063691E-050, 4.8081243E-051, 4.6373979E-052, 8.3451850E-024, 1.1669597E-024, 4.6400817E-025
 2.2002557E+002, 1.3133305E-094, 4.3915905E-096, 1.9289587E-097, 2.4390402E-055, 9.4768823E-056, 1.0322883E-056, 6.4322530E-026, 1.2819884E-026, 5.3856766E-027
 2.2300779E+002, 3.2835331E-100, 7.8808137E-102, 5.9394974E-103, 1.0751333E-059, 2.5866434E-060, 2.1572167E-061, 3.5278884E-028, 8.5995212E-029, 3.8275479E-029
 2.2603201E+002, 2.1155582E-105, 6.7142422E-107, 3.7416371E-108, 3.8775380E-064, 1.0091741E-064, 3.2282971E-066, 1.5484100E-030, 2.2935031E-031, 1.0664097E-031
 2.2901422E+002, 6.4762463E-111, 2.3328107E-112, 9.7437716E-114, 8.7025066E-068, 2.2713381E-068, 8.2297143E-070, 4.5672181E-033, 4.0896902E-034, 9.5025424E-035
 2.3203844E+002, 9.2443396E-117, 1.6598269E-118, 6.4586583E-120, 4.9079488E-073, 1.2871240E-073, 4.9346244E-075, 3.2072545E-036, 4.9394048E-037, 1.7629602E-037
 2.3502066E+002, 9.1657796E-123, 1.1742471E-123, 1.3461116E-124, 2.6965027E-078, 4.6808019E-079, 5.3775426E-080, 1.0096879E-038, 2.6466050E-039, 1.3500135E-039
 2.3800288E+002, 1.1323244E-128, 5.5449518E-130, 3.3982871E-131, 7.8470362E-082, 1.9843481E-082, 1.1712905E-083, 7.7903884E-042, 2.1503417E-042, 1.0288820E-042
 2.4102710E+002, 4.5732986E-134, 2.1624574E-135, 5.4775894E-137, 4.3930706E-085, 8.9756567E-086, 2.3407687E-087, 5.7749122E-045, 1.1109957E-045, 3.7222218E-046
 2.4400931E+002, 6.7402601E-140, 7.6538630E-141, 3.1008424E-142, 3.3963757E-090, 9.4808826E-091, 1.4572134E-091, 8.7288275E-049, 2.4297165E-049, 1.3467408E-049
 2.4703353E+002, 2.6698845E-146, 4.3010830E-148, 1.0207512E-149, 7.1886708E-094, 2.1814882E-094, 1.2404659E-095, 1.0954069E-051, 2.1278828E-052, 9.4898383E-053
 2.5001575E+002, 9.6186397E-152, 8.7899222E-153, 2.0379765E-154, 1.2434485E-099, 4.4320026E-100, 4.9236109E-101, 9.8890058E-055, 1.7835185E-055, 6.6641601E-056
 2.5303997E+002, 2.2116679E-158, 1.4333521E-159, 2.0344172E-161, 1.2260923E-104, 5.5193413E-105, 9.8336775E-106, 9.1194213E-058, 2.6448842E-058, 1.1327384E-058
 2.5602219E+002, 1.7460319E-165, 3.9770824E-167, 2.4836436E-168, 5.0017170E-109, 1.6809662E-109, 1.0658049E-110, 7.0778727E-063, 1.7151987E-063, 6.6077647E-064
 2.5900440E+002, 1.8395729E-171, 4.1695563E-173, 1.5166670E-174, 6.9314596E-115, 1.3914187E-115, 5.8232885E-117, 2.3033602E-067, 1.2842728E-068, 3.2516913E-069
 2.6202862E+002, 1.3673854E-177, 3.5803254E-179, 5.3526379E-181, 8.0130775E-120, 1.3230441E-120, 2.8884176E-122, 4.0708842E-072, 2.5792932E-073, 7.2865131E-074
 2.6501084E+002, 1.4967230E-183, 5.1893318E-185, 1.3752392E-186, 1.9588508E-125, 5.9201450E-126, 2.0747157E-127, 2.0155128E-076, 1.0507789E-077, 2.8482468E-078
 2.6803506E+002, 1.8550462E-189, 6.4143943E-191, 2.1263575E-192, 8.7638928E-132, 1.7845287E-132, 7.7303362E-134, 1.3274328E-080, 1.2741601E-081, 4.0473853E-082
 2.7101728E+002, 9.3693893E-196, 1.7380212E-197, 6.4749529E-199, 1.9234442E-137, 3.1782792E-138, 1.3872037E-139, 1.8787775E-084, 1.3263012E-085, 3.8138509E-086
 2.7404150E+002, 8.5632457E-202, 4.5969011E-203, 5.0238197E-204, 1.5253110E-143, 3.6300162E-144, 1.1898008E-145, 1.1725095E-089, 9.2053695E-091, 2.7420892E-091
 2.7702371E+002, 1.5771169E-207, 5.8920900E-209, 1.8357527E-210, 3.9940368E-150, 6.7393026E-151, 1.0202602E-152, 1.3800895E-093, 6.5576619E-095, 2.4798230E-095
 2.8000593E+002, 5.3914534E-213, 1.7328162E-214, 1.7266084E-216, 1.6876333E-155, 2.9802837E-156, 9.8723714E-158, 6.7735130E-098, 4.5994974E-099, 1.3788954E-099
 2.8303015E+002, 7.2743321E-219, 2.1276801E-220, 1.3723299E-221, 1.0509552E-160, 2.4508719E-161, 8.7697907E-163, 2.8862054E-103, 4.5989457E-104, 1.7894414E-104
 2.8601237E+002, 4.2033152E-226, 1.4972843E-227, 5.5418461E-229, 1.0355478E-166, 2.1569322E-167, 1.8204428E-168, 6.5493520E-107, 6.8037678E-108, 1.1442994E-108
 2.8903659E+002, 1.0927733E-232, 1.3256753E-234, 1.4086737E-236, 2.0752499E-172, 2.9230422E-173, 1.0962115E-174, 9.5404327E-112, 7.5469090E-113, 1.8055536E-113
 2.9201881E+002, 1.0647359E-239, 1.8446386E-241, 5.9945428E-243, 8.2531834E-177, 1.7461920E-177, 1.6059090E-178, 1.7130210E-116, 1.8151112E-117, 5.5836708E-118
 2.9500102E+002, 3.3372734E-246, 1.2024233E-247, 5.7195162E-249, 4.9232718E-182, 8.2898580E-183, 1.3950091E-184, 3.3888162E-121, 5.3240012E-122, 1.5303074E-122
 2.9802524E+002, 8.7823330E-253, 2.7111761E-254, 1.4756621E-255, 7.2480282E-188, 1.6957651E-188, 5.7518861E-190, 9.6653187E-126, 6.8198323E-127, 2.2533348E-127
 3.0100746E+002, 4.4496365E-259, 3.1877791E-261, 4.2746799E-263, 2.7008934E-193, 4.7312398E-194, 7.6359296E-195, 3.1922239E-131, 1.3520746E-132, 2.2103585E-133
 3.0403168E+002, 4.1375984E-266, 1.0103920E-267, 4.0944145E-269, 2.0136456E-199, 2.7570465E-200, 7.0739751E-202, 5.5006412E-137, 8.9269980E-138, 3.7173875E-138
 3.0701390E+002, 3.5275415E-272, 1.2588877E-273, 5.0988942E-275, 5.0110362E-204, 1.2892829E-204, 5.9773060E-206, 2.8333638E-141, 5.7026881E-142, 2.3499858E-142
 3.1003812E+002, 1.4915059E-277, 8.3245812E-279, 1.0570016E-280, 2.6400016E-210, 4.0814237E-211, 1.3843005E-212, 1.1511571E-146, 8.0080383E-148, 1.3288417E-148
 3.1302033E+002, 1.5761145E-283, 1.2926446E-284, 1.1335853E-285, 3.0005186E-216, 4.5938908E-217, 4.5112866E-218, 1.1360239E-151, 9.1211951E-153, 2.0592374E-153
 3.1600255E+002, 5.1917447E-290, 3.4709077E-292, 2.9993830E-294, 2.2877261E-222, 4.5295277E-223, 3.1290514E-224, 2.7184470E-157, 2.2235589E-158, 4.7223322E-159
 3.1902677E+002, 2.1588348E-296, 5.4087315E-298, 7.9852228E-300, 1.8224750E-228, 1.7466602E-229, 3.0667734E-231, 4.9953436E-163, 3.6166810E-164, 1.3706904E-164
 3.2200899E+002, 4.7957039E-303, 6.4952439E-305, 1.6007046E-305, 1.2543904E-233, 1.8645599E-234, 3.7770577E-236, 4.7273179E-168, 5.2458378E-169, 1.5197294E-169
 3.2503321E+002, 1.5610435E-305, 1.5304904E-305, 1.5114640E-305, 6.0350255E-239, 1.2107535E-239, 4.2721375E-241, 4.0059384E-173, 8.9993652E-175, 1.4147206E-175
 3.2801542E+002, 1.5592580E-305, 1.5296118E-305, 1.5069594E-305, 3.3491659E-245, 4.7231623E-246, 1.5733906E-247, 3.1645394E-178, 1.9835936E-179, 4.7943268E-180
 3.3103964E+002, 1.5478094E-305, 1.5194204E-305, 1.4954171E-305, 2.3149807E-252, 4.7432247E-253, 2.0038738E-254, 2.8313545E-183, 2.0650899E-184, 6.0049949E-185
 3.3402186E+002, 1.5450243E-305, 1.5194157E-305, 1.4955174E-305, 3.3883263E-258, 3.8914972E-259, 1.1501724E-260, 6.2514504E-189, 5.1535360E-190, 1.2195702E-190
 3.3700408E+002, 1.5450517E-305, 1.5190855E-305, 1.4953878E-305, 1.1769889E-264, 2.7750901E-265, 1.8556348E-266, 5.3044956E-194, 4.4006737E-195, 7.8151940E-196
 3.4002830E+002, 1.5403483E-305, 1.5190508E-305, 1.4952650E-305, 5.5769337E-271, 9.7317212E-272, 4.3831155E-273, 3.3438238E-199, 2.1396970E-200, 4.6209975E-201
 3.4301052E+002, 1.5382420E-305, 1.5159902E-305, 1.4937063E-305, 2.8838910E-277, 4.0262055E-278, 4.6934339E-280, 2.9551019E-204, 3.8560503E-205, 1.0395655E-205
 3.4603474E+002, 1.5383334E-305, 1.5155991E-305, 1.4925166E-305, 4.5200398E-282, 1.4925576E-282, 6.5225818E-284, 1.3147799E-210, 8.3440646E-212, 2.8356419E-212
 3.4901695E+002, 1.5378886E-305, 1.5156281E-305, 1.4904042E-305, 4.3710400E-288, 1.0429311E-288, 9.0958474E-290, 3.2809897E-215, 3.1306163E-216, 1.2189862E-216
 3.5204117E+002, 1.5390665E-305, 1.5165775E-305, 1.4908732E-305, 1.3382971E-295, 2.1134681E-296, 5.5780468E-298, 4.1252855E-221, 1.5056752E-222, 3.7331562E-223
 3.5502339E+002, 1.5388298E-305, 1.5160178E-305, 1.4774532E-305, 1.8096383E-302, 2.6581873E-303, 1.0375955E-304, 1.6693292E-227, 2.4997762E-229, 3.6450317E-230
 3.5800561E+002, 1.5351763E-305, 1.5045470E-305, 1.4595346E-305, 1.9625836E-305, 1.8979497E-305, 1.7991355E-305, 9.5770712E-233, 1.8480325E-234, 3.0955246E-235
 3.6102983E+002, 1.5293777E-305, 1.4961922E-305, 1.4581374E-305, 1.9280771E-305, 1.8893967E-305, 1.7968240E-305, 1.0046896E-238, 6.1466818E-240, 1.0127588E-240
 3.6401204E+002, 1.5284385E-305, 1.4914142E-305, 1.4585703E-305, 1.9228641E-305, 1.8771523E-305, 1.7560659E-305, 4.4361679E-244, 2.4036989E-245, 5.7986310E-246
 3.6703626E+002, 1.5269284E-305, 1.4903807E-305, 1.4575356E-305, 1.8558500E-305, 1.8034315E-305, 1.7045249E-305, 1.5499099E-249, 8.6614525E-251, 1.6411556E-251
 3.7001848E+002, 1.5273245E-305, 1.4907987E-305, 1.4569746E-305, 1.8335178E-305, 1.7892436E-305, 1.7011975E-305, 1.2447623E-255, 2.9902263E-257, 1.1386653E-257
 3.7300070E+002, 1.5279615E-305, 1.4868926E-305, 1.4449238E-305, 1.8171543E-305, 1.7697850E-305, 1.6903109E-305, 6.7989951E-261, 1.6883459E-262, 4.5226233E-263
 3.7602492E+002, 1.5281012E-305, 1.4859394E-305, 1.4400514E-305, 1.7714619E-305, 1.7208258E-305, 1.6468224E-305, 1.1695762E-265, 1.0263995E-266, 2.2777948E-267
 3.7900713E+002, 1.5229354E-305, 1.4854245E-305, 1.4376944E-305, 1.7329678E-305, 1.6884191E-305, 1.6227937E-305, 6.3275432E-271, 3.4363927E-272, 7.2119874E-273
 3.8203135E+002, 1.5141815E-305, 1.4833697E-305, 1.4377300E-305, 1.7348174E-305, 1.6883640E-305, 1.6194187E-305, 2.0330852E-276, 2.5686293E-277, 9.0418149E-278
 3.8501357E+002, 1.5119517E-305, 1.4722368E-305, 1.4326836E-305, 1.7331585E-305, 1.6879988E-305, 1.6016490E-305, 2.1942196E-282, 2.6468412E-283, 7.2531360E-284
 3.8803779E+002, 1.4989548E-305, 1.4560755E-305, 1.4210193E-305, 1.7328292E-305, 1.6884372E-305, 1.5945161E-305, 3.3474108E-288, 1.3660910E-289, 2.7453543E-290
 3.9102001E+002, 1.4941253E-305, 1.4545509E-305, 1.4189855E-305, 1.7332161E-305, 1.6874551E-305, 1.5941680E-305, 8.6311962E-294, 3.6528611E-295, 7.5954356E-296
 3.9400223E+002, 1.4944534E-305, 1.4545746E-305, 1.4186107E-305, 1.7330285E-305, 1.6868195E-305, 1.5945737E-305, 2.1973092E-299, 8.1030836E-301, 8.4066425E-302
 3.9702645E+002, 1.4957698E-305, 1.4553135E-305, 1.4193659E-305, 1.7321354E-305, 1.6867088E-305, 1.5931432E-305, 2.9316779E-305, 2.0112000E-305, 1.9443323E-305
 4.0000000E+002, 1.4952045E-305, 1.4551991E-305, 1.4192417E-305, 1.7190580E-305, 1.6740875E-305, 1.5911614E-305, 2.0531025E-305, 1.9750128E-305, 1.9228061E-305
