s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol
 1.350E+02, 1.674E+02, 7.765E+01, 1.637E+02, 7.529E+01, 1.532E+02, 2.688E+02, 1.171E+02, 2.536E+02, 1.022E+02, 2.172E+02, 2.006E+01, 2.000E+01, 2.000E+01, 2.005E+01, 2.000E+01, 2.000E+01, 1.712E+02, 7.770E+01, 1.646E+02, 7.513E+01, 1.559E+02, 2.921E+02, 2.660E+02, 2.714E+02, 2.851E+02, 6.443E+02, 8.585E+01, 8.431E+01, 8.377E+01, 8.241E+01, 1.502E+02, 1.043E+02, 6.993E+01, 2.421E+02, 2.429E+02, 1.076E+02, 1.036E+02, 3.582E+02, 3.570E+02, 3.290E+02, 2.597E+02, 1.150E+02, 4.198E+01, 3.731E+01, 3.764E+01, 1.435E-01, 1.423E-01, 1.642E-01, 2.071E-01
 1.500E+02, 2.028E+02, 8.837E+01, 2.027E+02, 8.647E+01, 1.726E+02, 3.016E+02, 1.306E+02, 2.938E+02, 1.187E+02, 2.396E+02, 2.010E+01, 2.000E+01, 2.000E+01, 2.008E+01, 2.000E+01, 2.000E+01, 2.075E+02, 8.825E+01, 2.044E+02, 8.637E+01, 1.767E+02, 3.222E+02, 2.999E+02, 3.521E+02, 3.314E+02, 6.256E+02, 1.000E+02, 9.856E+01, 9.895E+01, 9.742E+01, 1.847E+02, 1.212E+02, 8.053E+01, 2.998E+02, 2.934E+02, 1.237E+02, 1.191E+02, 3.959E+02, 3.883E+02, 3.701E+02, 3.042E+02, 1.531E+02, 4.535E+01, 4.000E+01, 4.093E+01, 1.292E-01, 1.306E-01, 1.585E-01, 2.072E-01
 1.650E+02, 2.352E+02, 9.959E+01, 2.439E+02, 9.922E+01, 1.928E+02, 3.301E+02, 1.430E+02, 3.400E+02, 1.343E+02, 2.602E+02, 2.017E+01, 2.000E+01, 2.000E+01, 2.013E+01, 2.000E+01, 2.000E+01, 2.401E+02, 9.936E+01, 2.452E+02, 9.926E+01, 1.958E+02, 3.271E+02, 3.242E+02, 3.938E+02, 3.883E+02, 6.251E+02, 1.148E+02, 1.133E+02, 1.158E+02, 1.141E+02, 2.163E+02, 1.407E+02, 9.201E+01, 3.418E+02, 3.458E+02, 1.379E+02, 1.356E+02, 4.365E+02, 4.171E+02, 3.796E+02, 3.270E+02, 1.616E+02, 4.988E+01, 4.388E+01, 4.560E+01, 1.189E-01, 1.223E-01, 1.659E-01, 2.073E-01
 1.800E+02, 2.706E+02, 1.113E+02, 2.871E+02, 1.127E+02, 2.158E+02, 3.585E+02, 1.556E+02, 3.794E+02, 1.501E+02, 2.823E+02, 2.028E+01, 2.001E+01, 2.000E+01, 2.020E+01, 2.001E+01, 2.000E+01, 2.672E+02, 1.113E+02, 2.827E+02, 1.128E+02, 2.148E+02, 3.577E+02, 3.562E+02, 4.142E+02, 4.213E+02, 6.400E+02, 1.303E+02, 1.292E+02, 1.331E+02, 1.320E+02, 2.452E+02, 1.593E+02, 1.042E+02, 3.714E+02, 3.890E+02, 1.535E+02, 1.519E+02, 4.707E+02, 4.504E+02, 4.000E+02, 3.296E+02, 1.461E+02, 5.429E+01, 4.768E+01, 4.831E+01, 1.209E-01, 1.190E-01, 1.480E-01, 2.073E-01
 1.950E+02, 3.013E+02, 1.237E+02, 3.242E+02, 1.268E+02, 2.350E+02, 3.728E+02, 1.685E+02, 3.867E+02, 1.644E+02, 2.848E+02, 2.043E+01, 2.001E+01, 2.000E+01, 2.029E+01, 2.001E+01, 2.000E+01, 2.999E+02, 1.238E+02, 3.209E+02, 1.272E+02, 2.344E+02, 3.806E+02, 3.786E+02, 4.470E+02, 4.150E+02, 6.398E+02, 1.467E+02, 1.453E+02, 1.510E+02, 1.497E+02, 2.753E+02, 1.773E+02, 1.166E+02, 4.027E+02, 3.972E+02, 1.699E+02, 1.651E+02, 4.701E+02, 4.510E+02, 4.179E+02, 3.361E+02, 1.489E+02, 5.820E+01, 4.997E+01, 5.225E+01, 1.171E-01, 1.243E-01, 1.573E-01, 2.073E-01
 2.101E+02, 3.258E+02, 1.366E+02, 3.456E+02, 1.404E+02, 2.532E+02, 3.842E+02, 1.819E+02, 3.881E+02, 1.763E+02, 3.020E+02, 2.063E+01, 2.002E+01, 2.000E+01, 2.040E+01, 2.001E+01, 2.000E+01, 3.328E+02, 1.368E+02, 3.574E+02, 1.410E+02, 2.565E+02, 4.182E+02, 4.002E+02, 4.542E+02, 4.176E+02, 6.609E+02, 1.638E+02, 1.609E+02, 1.688E+02, 1.652E+02, 3.054E+02, 1.965E+02, 1.287E+02, 4.290E+02, 3.982E+02, 1.854E+02, 1.765E+02, 4.658E+02, 4.489E+02, 4.148E+02, 3.388E+02, 1.615E+02, 6.231E+01, 5.228E+01, 5.640E+01, 1.254E-01, 1.279E-01, 1.483E-01, 2.073E-01
 2.250E+02, 3.541E+02, 1.498E+02, 3.676E+02, 1.537E+02, 2.714E+02, 4.103E+02, 1.951E+02, 4.037E+02, 1.891E+02, 3.186E+02, 2.089E+01, 2.003E+01, 2.000E+01, 2.054E+01, 2.002E+01, 2.000E+01, 3.664E+02, 1.502E+02, 3.848E+02, 1.543E+02, 2.752E+02, 4.239E+02, 4.174E+02, 4.645E+02, 4.334E+02, 6.521E+02, 1.811E+02, 1.775E+02, 1.849E+02, 1.807E+02, 3.412E+02, 2.132E+02, 1.417E+02, 4.330E+02, 4.243E+02, 1.971E+02, 1.901E+02, 4.827E+02, 4.637E+02, 4.418E+02, 3.308E+02, 1.514E+02, 6.641E+01, 5.443E+01, 5.921E+01, 1.191E-01, 1.247E-01, 1.464E-01, 2.074E-01
 2.400E+02, 3.765E+02, 1.634E+02, 3.906E+02, 1.682E+02, 2.905E+02, 4.140E+02, 2.082E+02, 4.238E+02, 2.038E+02, 3.316E+02, 2.121E+01, 2.004E+01, 2.000E+01, 2.072E+01, 2.003E+01, 2.000E+01, 3.893E+02, 1.634E+02, 4.072E+02, 1.689E+02, 2.947E+02, 4.481E+02, 4.147E+02, 4.973E+02, 4.545E+02, 6.330E+02, 1.974E+02, 1.935E+02, 2.020E+02, 1.971E+02, 3.641E+02, 2.282E+02, 1.552E+02, 4.605E+02, 4.325E+02, 2.127E+02, 2.040E+02, 4.971E+02, 4.746E+02, 4.453E+02, 3.600E+02, 1.721E+02, 7.006E+01, 5.753E+01, 6.234E+01, 1.198E-01, 1.248E-01, 1.400E-01, 2.073E-01
 2.550E+02, 3.911E+02, 1.766E+02, 4.152E+02, 1.834E+02, 3.085E+02, 4.175E+02, 2.195E+02, 4.473E+02, 2.187E+02, 3.516E+02, 2.161E+01, 2.006E+01, 2.000E+01, 2.093E+01, 2.004E+01, 2.000E+01, 4.080E+02, 1.766E+02, 4.303E+02, 1.842E+02, 3.131E+02, 4.465E+02, 4.242E+02, 4.922E+02, 4.690E+02, 6.136E+02, 2.128E+02, 2.082E+02, 2.193E+02, 2.139E+02, 3.848E+02, 2.445E+02, 1.682E+02, 4.730E+02, 4.580E+02, 2.271E+02, 2.191E+02, 5.056E+02, 4.890E+02, 4.491E+02, 3.796E+02, 2.080E+02, 7.288E+01, 6.062E+01, 6.677E+01, 1.178E-01, 1.207E-01, 1.259E-01, 2.072E-01
 2.700E+02, 4.052E+02, 1.890E+02, 4.290E+02, 1.972E+02, 3.245E+02, 4.262E+02, 2.291E+02, 4.404E+02, 2.280E+02, 3.598E+02, 2.209E+01, 2.008E+01, 2.000E+01, 2.118E+01, 2.005E+01, 2.000E+01, 4.195E+02, 1.888E+02, 4.454E+02, 1.980E+02, 3.306E+02, 4.459E+02, 4.283E+02, 4.944E+02, 4.697E+02, 6.546E+02, 2.269E+02, 2.215E+02, 2.339E+02, 2.283E+02, 3.984E+02, 2.604E+02, 1.806E+02, 4.655E+02, 4.601E+02, 2.361E+02, 2.294E+02, 4.918E+02, 4.717E+02, 4.421E+02, 3.972E+02, 2.044E+02, 7.530E+01, 6.219E+01, 6.811E+01, 1.220E-01, 1.195E-01, 1.461E-01, 2.072E-01
 2.851E+02, 4.193E+02, 2.007E+02, 4.488E+02, 2.105E+02, 3.423E+02, 4.448E+02, 2.369E+02, 4.749E+02, 2.391E+02, 3.770E+02, 2.264E+01, 2.011E+01, 2.001E+01, 2.147E+01, 2.007E+01, 2.000E+01, 4.344E+02, 2.004E+02, 4.559E+02, 2.108E+02, 3.419E+02, 4.551E+02, 4.468E+02, 4.932E+02, 5.262E+02, 6.213E+02, 2.394E+02, 2.348E+02, 2.469E+02, 2.430E+02, 4.135E+02, 2.751E+02, 1.928E+02, 4.785E+02, 5.022E+02, 2.437E+02, 2.428E+02, 5.127E+02, 4.875E+02, 4.596E+02, 3.930E+02, 2.107E+02, 7.866E+01, 6.422E+01, 7.015E+01, 1.117E-01, 1.113E-01, 1.348E-01, 2.072E-01
 3.000E+02, 4.354E+02, 2.113E+02, 4.698E+02, 2.222E+02, 3.526E+02, 4.488E+02, 2.431E+02, 4.785E+02, 2.452E+02, 3.698E+02, 2.328E+01, 2.015E+01, 2.001E+01, 2.181E+01, 2.009E+01, 2.001E+01, 4.432E+02, 2.113E+02, 4.632E+02, 2.223E+02, 3.530E+02, 4.652E+02, 4.559E+02, 5.053E+02, 5.012E+02, 6.355E+02, 2.503E+02, 2.469E+02, 2.579E+02, 2.558E+02, 4.245E+02, 2.894E+02, 2.040E+02, 4.835E+02, 4.969E+02, 2.523E+02, 2.486E+02, 5.304E+02, 5.009E+02, 4.658E+02, 3.854E+02, 2.194E+02, 7.943E+01, 6.490E+01, 7.063E+01, 1.086E-01, 1.119E-01, 1.215E-01, 2.072E-01
 3.150E+02, 4.447E+02, 2.220E+02, 4.739E+02, 2.343E+02, 3.617E+02, 4.550E+02, 2.539E+02, 4.705E+02, 2.590E+02, 3.805E+02, 2.401E+01, 2.020E+01, 2.001E+01, 2.219E+01, 2.011E+01, 2.001E+01, 4.608E+02, 2.223E+02, 4.893E+02, 2.351E+02, 3.670E+02, 4.918E+02, 4.626E+02, 5.632E+02, 4.881E+02, 6.300E+02, 2.633E+02, 2.584E+02, 2.726E+02, 2.672E+02, 4.354E+02, 3.009E+02, 2.144E+02, 5.407E+02, 4.905E+02, 2.720E+02, 2.594E+02, 5.633E+02, 5.340E+02, 4.889E+02, 4.122E+02, 2.294E+02, 8.321E+01, 6.783E+01, 7.321E+01, 1.071E-01, 1.178E-01, 1.283E-01, 2.072E-01
 3.300E+02, 4.547E+02, 2.346E+02, 4.823E+02, 2.487E+02, 3.753E+02, 4.649E+02, 2.684E+02, 4.851E+02, 2.741E+02, 3.990E+02, 2.482E+01, 2.025E+01, 2.002E+01, 2.262E+01, 2.014E+01, 2.001E+01, 4.793E+02, 2.349E+02, 5.133E+02, 2.499E+02, 3.819E+02, 4.944E+02, 4.716E+02, 5.626E+02, 5.112E+02, 6.204E+02, 2.783E+02, 2.714E+02, 2.889E+02, 2.809E+02, 4.551E+02, 3.151E+02, 2.263E+02, 5.420E+02, 5.009E+02, 2.864E+02, 2.751E+02, 5.481E+02, 5.274E+02, 4.802E+02, 4.366E+02, 2.454E+02, 8.879E+01, 7.143E+01, 7.769E+01, 1.146E-01, 1.199E-01, 1.264E-01, 2.070E-01
 3.451E+02, 4.630E+02, 2.467E+02, 4.965E+02, 2.626E+02, 3.913E+02, 4.704E+02, 2.775E+02, 5.090E+02, 2.862E+02, 4.133E+02, 2.572E+01, 2.032E+01, 2.002E+01, 2.309E+01, 2.018E+01, 2.001E+01, 4.874E+02, 2.469E+02, 5.243E+02, 2.636E+02, 3.924E+02, 4.905E+02, 4.683E+02, 5.599E+02, 5.374E+02, 6.263E+02, 2.898E+02, 2.831E+02, 3.023E+02, 2.949E+02, 4.663E+02, 3.283E+02, 2.382E+02, 5.375E+02, 5.277E+02, 2.961E+02, 2.885E+02, 5.587E+02, 5.283E+02, 4.708E+02, 4.066E+02, 2.363E+02, 9.379E+01, 7.462E+01, 8.015E+01, 1.137E-01, 1.166E-01, 1.285E-01, 2.072E-01
 3.600E+02, 4.756E+02, 2.589E+02, 5.229E+02, 2.775E+02, 4.083E+02, 4.973E+02, 2.902E+02, 5.527E+02, 3.023E+02, 4.315E+02, 2.670E+01, 2.040E+01, 2.003E+01, 2.362E+01, 2.022E+01, 2.002E+01, 5.014E+02, 2.588E+02, 5.360E+02, 2.776E+02, 4.028E+02, 5.104E+02, 4.918E+02, 5.706E+02, 5.866E+02, 6.330E+02, 3.026E+02, 2.961E+02, 3.165E+02, 3.108E+02, 4.787E+02, 3.427E+02, 2.511E+02, 5.621E+02, 5.651E+02, 3.089E+02, 3.062E+02, 5.612E+02, 5.416E+02, 5.018E+02, 4.594E+02, 2.824E+02, 1.061E+02, 7.905E+01, 8.404E+01, 1.092E-01, 1.089E-01, 1.206E-01, 2.070E-01
 3.750E+02, 4.906E+02, 2.709E+02, 5.386E+02, 2.909E+02, 4.199E+02, 4.973E+02, 2.997E+02, 5.408E+02, 3.108E+02, 4.368E+02, 2.777E+01, 2.049E+01, 2.004E+01, 2.420E+01, 2.027E+01, 2.002E+01, 5.092E+02, 2.710E+02, 5.476E+02, 2.910E+02, 4.143E+02, 5.016E+02, 4.929E+02, 5.870E+02, 5.568E+02, 6.398E+02, 3.154E+02, 3.083E+02, 3.298E+02, 3.244E+02, 4.903E+02, 3.575E+02, 2.634E+02, 5.720E+02, 5.608E+02, 3.187E+02, 3.148E+02, 5.768E+02, 5.718E+02, 5.058E+02, 4.799E+02, 2.962E+02, 1.073E+02, 8.116E+01, 8.637E+01, 1.055E-01, 1.084E-01, 1.187E-01, 2.072E-01
 3.900E+02, 4.987E+02, 2.816E+02, 5.444E+02, 3.031E+02, 4.307E+02, 5.066E+02, 3.053E+02, 5.459E+02, 3.192E+02, 4.415E+02, 2.892E+01, 2.059E+01, 2.004E+01, 2.483E+01, 2.033E+01, 2.003E+01, 5.090E+02, 2.819E+02, 5.489E+02, 3.033E+02, 4.251E+02, 5.063E+02, 5.103E+02, 5.662E+02, 5.772E+02, 6.391E+02, 3.247E+02, 3.189E+02, 3.402E+02, 3.363E+02, 4.923E+02, 3.680E+02, 2.751E+02, 5.655E+02, 5.795E+02, 3.250E+02, 3.251E+02, 6.073E+02, 5.803E+02, 5.021E+02, 4.768E+02, 3.118E+02, 1.083E+02, 8.263E+01, 8.853E+01, 9.502E-02, 1.039E-01, 1.262E-01, 2.061E-01
 4.050E+02, 5.050E+02, 2.910E+02, 5.553E+02, 3.156E+02, 4.386E+02, 5.065E+02, 3.137E+02, 5.628E+02, 3.320E+02, 4.548E+02, 3.015E+01, 2.071E+01, 2.006E+01, 2.551E+01, 2.039E+01, 2.003E+01, 5.127E+02, 2.914E+02, 5.555E+02, 3.160E+02, 4.356E+02, 5.066E+02, 4.995E+02, 5.895E+02, 5.816E+02, 6.088E+02, 3.331E+02, 3.277E+02, 3.515E+02, 3.479E+02, 4.964E+02, 3.753E+02, 2.852E+02, 5.798E+02, 5.807E+02, 3.395E+02, 3.362E+02, 6.097E+02, 5.789E+02, 5.108E+02, 4.634E+02, 3.115E+02, 1.109E+02, 8.556E+01, 9.308E+01, 1.120E-01, 1.148E-01, 1.212E-01, 2.071E-01
 4.200E+02, 5.103E+02, 3.007E+02, 5.664E+02, 3.265E+02, 4.489E+02, 5.151E+02, 3.210E+02, 5.755E+02, 3.373E+02, 4.573E+02, 3.145E+01, 2.084E+01, 2.007E+01, 2.624E+01, 2.046E+01, 2.004E+01, 5.149E+02, 3.014E+02, 5.588E+02, 3.270E+02, 4.446E+02, 5.115E+02, 5.118E+02, 5.732E+02, 6.083E+02, 6.393E+02, 3.410E+02, 3.371E+02, 3.605E+02, 3.577E+02, 4.978E+02, 3.856E+02, 2.951E+02, 5.714E+02, 5.889E+02, 3.442E+02, 3.425E+02, 5.890E+02, 5.701E+02, 5.020E+02, 4.732E+02, 3.274E+02, 1.122E+02, 8.706E+01, 9.550E+01, 1.017E-01, 1.100E-01, 1.201E-01, 2.072E-01
 4.350E+02, 5.192E+02, 3.099E+02, 5.742E+02, 3.361E+02, 4.544E+02, 5.335E+02, 3.299E+02, 5.716E+02, 3.454E+02, 4.639E+02, 3.283E+01, 2.098E+01, 2.008E+01, 2.702E+01, 2.054E+01, 2.005E+01, 5.184E+02, 3.110E+02, 5.626E+02, 3.367E+02, 4.544E+02, 5.343E+02, 5.343E+02, 5.877E+02, 5.958E+02, 6.743E+02, 3.495E+02, 3.468E+02, 3.684E+02, 3.666E+02, 5.035E+02, 3.923E+02, 3.050E+02, 5.888E+02, 5.907E+02, 3.530E+02, 3.508E+02, 6.137E+02, 5.809E+02, 5.278E+02, 4.581E+02, 3.475E+02, 1.141E+02, 8.903E+01, 9.810E+01, 1.051E-01, 1.074E-01, 1.094E-01, 2.064E-01
 4.500E+02, 5.321E+02, 3.196E+02, 5.862E+02, 3.462E+02, 4.651E+02, 5.427E+02, 3.392E+02, 6.042E+02, 3.572E+02, 4.753E+02, 3.429E+01, 2.115E+01, 2.010E+01, 2.786E+01, 2.063E+01, 2.006E+01, 5.274E+02, 3.205E+02, 5.742E+02, 3.462E+02, 4.585E+02, 5.427E+02, 5.541E+02, 5.998E+02, 6.293E+02, 6.514E+02, 3.591E+02, 3.569E+02, 3.773E+02, 3.768E+02, 5.176E+02, 4.031E+02, 3.149E+02, 6.085E+02, 6.233E+02, 3.621E+02, 3.630E+02, 6.350E+02, 5.862E+02, 5.480E+02, 4.984E+02, 3.292E+02, 1.233E+02, 9.180E+01, 1.007E+02, 9.741E-02, 1.001E-01, 1.238E-01, 2.069E-01
 4.650E+02, 5.443E+02, 3.290E+02, 6.029E+02, 3.560E+02, 4.701E+02, 5.556E+02, 3.467E+02, 6.164E+02, 3.643E+02, 4.788E+02, 3.581E+01, 2.132E+01, 2.012E+01, 2.875E+01, 2.073E+01, 2.007E+01, 5.348E+02, 3.293E+02, 5.767E+02, 3.556E+02, 4.602E+02, 5.390E+02, 5.834E+02, 5.902E+02, 6.435E+02, 6.557E+02, 3.670E+02, 3.671E+02, 3.853E+02, 3.871E+02, 5.259E+02, 4.129E+02, 3.253E+02, 5.996E+02, 6.484E+02, 3.671E+02, 3.718E+02, 6.503E+02, 6.113E+02, 5.791E+02, 5.280E+02, 3.312E+02, 1.262E+02, 9.382E+01, 1.042E+02, 7.949E-02, 8.823E-02, 1.157E-01, 2.071E-01
 4.800E+02, 5.647E+02, 3.402E+02, 6.129E+02, 3.659E+02, 4.783E+02, 5.857E+02, 3.621E+02, 6.201E+02, 3.748E+02, 4.916E+02, 3.740E+01, 2.152E+01, 2.015E+01, 2.969E+01, 2.084E+01, 2.008E+01, 5.411E+02, 3.399E+02, 5.816E+02, 3.651E+02, 4.671E+02, 5.520E+02, 6.020E+02, 6.076E+02, 6.513E+02, 6.504E+02, 3.767E+02, 3.790E+02, 3.931E+02, 3.972E+02, 5.397E+02, 4.275E+02, 3.366E+02, 6.021E+02, 6.415E+02, 3.801E+02, 3.844E+02, 6.334E+02, 6.041E+02, 5.988E+02, 5.399E+02, 3.483E+02, 1.342E+02, 9.709E+01, 1.087E+02, 1.049E-01, 1.033E-01, 1.349E-01, 2.067E-01
