s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
 3.9403108E+002, 5.0628577E-306, 4.9328153E-306, 4.6925228E-306, 7.1154967E-306, 6.9277023E-306, 6.6323511E-306
 3.9706263E+002, 5.0615216E-306, 4.9320188E-306, 4.6919346E-306, 6.8853824E-306, 6.7427093E-306, 6.5235868E-306
 4.0003102E+002, 5.0618260E-306, 4.9320298E-306, 4.6423773E-306, 6.6017618E-306, 6.5040722E-306, 6.2916324E-306
 4.0306257E+002, 5.0630338E-306, 4.9333015E-306, 4.4387066E-306, 6.5713545E-306, 6.4662307E-306, 6.2484913E-306
 4.0603097E+002, 5.0631660E-306, 4.9335420E-306, 4.3538313E-306, 6.3724106E-306, 6.2476918E-306, 6.0152950E-306
 4.0906252E+002, 5.0643860E-306, 4.9340982E-306, 4.3211319E-306, 6.2997974E-306, 6.2014747E-306, 6.0061579E-306
 4.1203091E+002, 5.0608439E-306, 4.9169771E-306, 4.3277341E-306, 6.3017256E-306, 6.2038407E-306, 5.9799891E-306
 4.1506246E+002, 5.0456447E-306, 4.9174515E-306, 4.3590633E-306, 6.3049485E-306, 6.2054919E-306, 5.9298884E-306
 4.1803085E+002, 5.0445197E-306, 4.8920643E-306, 4.3543216E-306, 6.3029509E-306, 6.2048497E-306, 5.8464511E-306
 4.2106240E+002, 5.0448621E-306, 4.8536104E-306, 4.2909814E-306, 6.3039659E-306, 6.1734784E-306, 5.8273995E-306
 4.2403079E+002, 5.0089346E-306, 4.8120863E-306, 4.2878450E-306, 6.3041310E-306, 6.1713141E-306, 5.8294632E-306
 4.2706234E+002, 4.9565216E-306, 4.7690014E-306, 4.2883424E-306, 6.2721538E-306, 6.1442015E-306, 5.8175026E-306
 4.3003073E+002, 4.9554717E-306, 4.7684499E-306, 4.2879236E-306, 6.2023590E-306, 6.0986101E-306, 5.8011672E-306
 4.3306228E+002, 4.9555128E-306, 4.7542575E-306, 4.2885532E-306, 6.1939316E-306, 6.0291188E-306, 5.7142062E-306
 4.3603067E+002, 4.8832651E-306, 4.6686453E-306, 4.2098647E-306, 6.0634897E-306, 5.9283133E-306, 5.6854487E-306
 4.3906222E+002, 4.5835257E-306, 4.4318076E-306, 4.0088169E-306, 6.0607693E-306, 5.9263876E-306, 5.6838760E-306
 4.4203062E+002, 4.5020442E-306, 4.3482129E-306, 3.9956740E-306, 5.9601479E-306, 5.8143442E-306, 5.5813974E-306
 4.4506217E+002, 4.5032254E-306, 4.3447205E-306, 3.9932500E-306, 5.9058792E-306, 5.7659120E-306, 5.4427840E-306
 4.4803056E+002, 4.5028000E-306, 4.3443585E-306, 3.9929152E-306, 5.8914144E-306, 5.7232041E-306, 5.4115821E-306
 4.5106211E+002, 4.5043978E-306, 4.3464108E-306, 3.9940884E-306, 5.8920967E-306, 5.7240794E-306, 5.4124097E-306
 4.5403050E+002, 4.5021476E-306, 4.3442266E-306, 3.9934546E-306, 5.8734327E-306, 5.7205242E-306, 5.4104904E-306
 4.5706205E+002, 4.5043532E-306, 4.3464598E-306, 3.9947731E-306, 5.8461069E-306, 5.6946274E-306, 5.4148973E-306
 4.6003044E+002, 4.5040431E-306, 4.3464368E-306, 3.9949660E-306, 5.6443590E-306, 5.4916478E-306, 5.2251616E-306
 4.6306199E+002, 4.5026949E-306, 4.2887863E-306, 3.8868550E-306, 5.4213995E-306, 5.3063249E-306, 5.1333237E-306
 4.6603038E+002, 4.4645994E-306, 4.2562777E-306, 3.8525924E-306, 5.4214342E-306, 5.3058260E-306, 5.1167890E-306
 4.6906193E+002, 4.3968704E-306, 4.1985389E-306, 3.8251540E-306, 5.4224072E-306, 5.3076911E-306, 5.0962129E-306
 4.7203033E+002, 4.3849690E-306, 4.1702497E-306, 3.7313349E-306, 5.4221291E-306, 5.3075251E-306, 4.9014271E-306
 4.7506187E+002, 4.1222867E-306, 3.8693429E-306, 3.4989557E-306, 5.4247250E-306, 5.3092940E-306, 4.8928213E-306
 4.7803027E+002, 4.0958052E-306, 3.8610037E-306, 3.4921386E-306, 5.4263671E-306, 5.3104535E-306, 4.8926063E-306
 4.8106182E+002, 4.0735668E-306, 3.8625827E-306, 3.4798837E-306, 5.4026260E-306, 5.2842722E-306, 4.8929219E-306
 4.8403021E+002, 4.0717074E-306, 3.8576834E-306, 3.4750062E-306, 5.3858093E-306, 5.2705726E-306, 4.8911815E-306
 4.8706176E+002, 4.0712095E-306, 3.8439203E-306, 3.4603641E-306, 5.3675418E-306, 5.2442911E-306, 4.8693784E-306
 4.9003015E+002, 4.0728376E-306, 3.8457056E-306, 3.4614689E-306, 5.3669255E-306, 5.2128257E-306, 4.8476547E-306
 4.9306170E+002, 4.0713811E-306, 3.8440312E-306, 3.4579588E-306, 5.2609782E-306, 5.1594546E-306, 4.8331440E-306
 4.9603009E+002, 3.9936291E-306, 3.7652381E-306, 3.4450272E-306, 5.2350148E-306, 5.1283226E-306, 4.7711366E-306
 4.9906164E+002, 3.9187324E-306, 3.7481777E-306, 3.4386361E-306, 5.0904515E-306, 4.8374507E-306, 4.4711044E-306
 5.0000000E+002, 3.9054969E-306, 3.7495040E-306, 3.4279579E-306, 4.9556954E-306, 4.8153686E-306, 4.4551841E-306
