s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
 2.1404772E+002, 3.6972816E-099, 5.3869434E-100, 1.6437262E-100, 1.6525100E-048, 1.0040865E-048, 6.3061818E-049, 4.3804009E-030, 1.4879901E-030, 1.1030600E-030
 2.1702806E+002, 2.4421064E-106, 4.3395587E-107, 6.3088076E-108, 5.0865431E-054, 2.6029482E-054, 6.3407924E-055, 2.0293304E-032, 1.1740629E-032, 6.9137831E-033
 2.2000841E+002, 5.2484467E-113, 1.8857300E-113, 3.0927674E-114, 1.8280699E-059, 9.8937354E-060, 1.3574135E-060, 6.5657439E-035, 1.7637518E-035, 1.0676438E-035
 2.2304294E+002, 6.8564063E-122, 1.2154169E-122, 1.9416728E-123, 6.1207474E-065, 3.6571514E-065, 7.0063174E-066, 5.7987605E-038, 3.6627992E-038, 2.4240743E-038
 2.2602328E+002, 3.8774197E-130, 3.7522729E-131, 4.3198307E-132, 2.4975633E-072, 9.4894456E-073, 1.6692003E-073, 1.0137586E-040, 1.3009410E-041, 3.7104285E-042
 2.2900362E+002, 9.0668225E-138, 1.2655918E-138, 1.0256834E-139, 2.1269922E-077, 8.4291349E-078, 1.8076564E-078, 1.0789335E-045, 1.4108187E-046, 4.5960261E-047
 2.3203815E+002, 9.8451065E-146, 1.4463823E-146, 3.1693962E-147, 1.0953450E-083, 4.4694393E-084, 3.4850413E-085, 4.8985712E-050, 1.1330313E-050, 5.1171648E-051
 2.3501849E+002, 7.9948459E-154, 5.8792703E-155, 7.7961223E-156, 1.8041469E-089, 7.7570767E-090, 1.1205473E-090, 7.4649820E-054, 2.8232856E-054, 1.6734419E-054
 2.3805302E+002, 6.2150924E-162, 4.2200972E-163, 1.2746619E-164, 3.9808012E-094, 1.9620302E-094, 4.7023590E-095, 2.6747427E-058, 2.1256366E-059, 7.9936077E-060
 2.4103336E+002, 2.3828958E-170, 1.4136392E-171, 1.3708033E-172, 1.0611832E-100, 4.2737520E-101, 1.2100114E-101, 7.3512033E-063, 2.7079498E-063, 1.2262530E-063
 2.4401370E+002, 2.3918371E-178, 1.3691244E-179, 4.9338295E-181, 3.4955337E-107, 1.8957806E-107, 5.8587065E-108, 2.2380366E-066, 4.3855170E-067, 1.5992134E-067
 2.4704823E+002, 8.5573318E-187, 9.4904140E-188, 7.7230586E-189, 1.8846110E-113, 7.2567312E-114, 8.4926950E-115, 7.9598310E-071, 1.0472802E-071, 3.7160829E-072
 2.5002857E+002, 3.7542655E-196, 1.3547204E-197, 7.2871331E-199, 2.9160787E-120, 3.7796455E-121, 1.0932722E-122, 1.1828694E-075, 2.2422986E-076, 7.6149707E-077
 2.5300891E+002, 6.4662686E-205, 4.0675748E-206, 5.0286249E-207, 6.7430759E-127, 1.2370460E-127, 3.0143484E-129, 2.4510504E-081, 2.5843708E-082, 1.0631188E-082
 2.5604344E+002, 2.6147162E-213, 3.4150761E-214, 1.8729702E-215, 1.7692459E-133, 7.8732579E-134, 1.3280061E-134, 2.7502489E-085, 3.8804009E-086, 1.1824996E-086
 2.5902378E+002, 2.5045492E-222, 1.5853570E-223, 1.1669791E-224, 6.2769104E-141, 2.4536097E-141, 2.3441140E-142, 5.5703180E-090, 8.5809268E-091, 1.1217748E-091
 2.6200413E+002, 3.7886476E-231, 1.3076415E-231, 1.3221823E-232, 3.5242124E-148, 8.9847419E-149, 6.0910701E-150, 1.8398126E-096, 2.2724088E-097, 1.0051936E-097
 2.6503865E+002, 2.7497702E-239, 1.3573846E-239, 1.0893283E-240, 1.2405241E-154, 4.9296112E-155, 8.1649440E-156, 4.3008647E-102, 6.0686869E-103, 2.5666623E-103
 2.6801900E+002, 3.1225398E-248, 1.5512536E-249, 3.7687723E-250, 9.2444522E-162, 3.1910419E-162, 2.6285057E-163, 4.1079365E-108, 3.7569807E-109, 1.1758012E-109
 2.7105353E+002, 4.5021829E-257, 1.8467788E-257, 2.7845864E-258, 7.5297296E-169, 3.7659431E-169, 3.8463646E-170, 2.6166321E-112, 2.0387262E-113, 6.7164468E-114
 2.7403387E+002, 2.2547361E-265, 1.7194387E-266, 2.2361442E-267, 5.3799920E-178, 2.2596147E-178, 3.8429472E-179, 7.1810298E-118, 8.8797360E-119, 3.0442893E-119
 2.7701421E+002, 1.0742016E-273, 7.2207375E-275, 3.9820335E-276, 2.1966156E-185, 6.3845648E-186, 5.4315088E-187, 1.6276801E-124, 1.6451329E-125, 4.9314492E-126
 2.8004874E+002, 5.1805891E-281, 6.8236616E-282, 1.0113998E-282, 1.1598114E-193, 2.4327349E-194, 2.6372154E-195, 1.7544265E-129, 3.3605655E-130, 1.3640516E-130
 2.8302908E+002, 4.6908989E-289, 8.0166039E-290, 5.3820813E-291, 4.2317682E-201, 9.7889227E-202, 6.2574470E-203, 4.4791420E-136, 6.8573256E-137, 2.2701638E-137
 2.8600942E+002, 1.4864488E-297, 2.1199692E-298, 4.1468970E-299, 1.2242458E-208, 3.7996062E-209, 3.7351997E-210, 3.4144032E-142, 4.3732304E-143, 1.6494430E-143
 2.8904395E+002, 6.2178540E-305, 1.2312472E-305, 8.6689040E-306, 2.4691828E-216, 8.9198564E-217, 6.7999098E-218, 1.8707156E-148, 5.3348426E-149, 2.6760358E-149
 2.9202429E+002, 8.9901229E-306, 8.6900945E-306, 8.4196267E-306, 1.1909053E-224, 4.5039874E-225, 6.1095280E-226, 6.8028656E-155, 5.4213190E-156, 2.3680331E-156
 2.9500463E+002, 8.6189191E-306, 8.3910145E-306, 8.1246338E-306, 3.3584546E-231, 1.5148125E-231, 1.8312841E-232, 1.3495158E-160, 1.5422760E-161, 3.8294914E-162
 2.9803916E+002, 8.6157012E-306, 8.3596359E-306, 8.0215380E-306, 3.6753944E-238, 2.4751330E-238, 3.7250812E-239, 1.8657907E-166, 3.1732840E-167, 7.5360799E-168
 3.0101950E+002, 8.6218953E-306, 8.3409305E-306, 8.0065856E-306, 1.2230305E-245, 3.5037730E-246, 3.7742902E-247, 8.9859634E-174, 6.9014712E-175, 1.8116188E-175
 3.0405403E+002, 8.6182771E-306, 8.2860570E-306, 7.8875712E-306, 1.5656569E-253, 5.1618080E-254, 6.6395254E-255, 5.8088355E-180, 1.1809116E-180, 4.9589909E-181
 3.0703437E+002, 8.5829263E-306, 8.2143630E-306, 7.7992075E-306, 4.9090376E-260, 1.7023033E-260, 1.4447512E-261, 8.3043621E-187, 6.0030125E-188, 1.9724541E-188
 3.1001472E+002, 8.4214607E-306, 8.1830619E-306, 7.7995960E-306, 2.3466342E-268, 4.0755810E-269, 3.0573657E-270, 2.3592631E-193, 6.5497293E-195, 7.3915425E-196
 3.1304925E+002, 8.4247177E-306, 8.1834596E-306, 7.7979244E-306, 8.2036030E-276, 4.3849633E-276, 7.4976904E-277, 1.3378777E-200, 1.6281146E-201, 6.6011464E-202
 3.1602959E+002, 8.4218598E-306, 8.1831839E-306, 7.7896906E-306, 1.0378634E-283, 3.6666595E-284, 2.6969652E-285, 1.3671619E-207, 9.4045478E-209, 2.8029908E-209
 3.1900993E+002, 8.4258232E-306, 8.1852602E-306, 7.7846052E-306, 1.0928818E-290, 4.5842293E-291, 4.9884766E-292, 1.7457678E-213, 2.6340016E-214, 6.7026127E-215
 3.2204446E+002, 8.4228537E-306, 8.1835804E-306, 7.7832512E-306, 1.3013131E-298, 5.1662610E-299, 7.3691950E-300, 1.8604198E-219, 2.6820991E-220, 9.4012947E-221
 3.2502480E+002, 8.4218822E-306, 8.1689850E-306, 7.7800636E-306, 1.1728989E-305, 1.0837038E-305, 1.0008897E-305, 5.2079965E-227, 4.5590638E-228, 1.7105674E-228
 3.2800514E+002, 8.4283795E-306, 8.1707738E-306, 7.7850526E-306, 1.0623263E-305, 1.0384470E-305, 9.8507441E-306, 2.6553061E-234, 4.4636600E-235, 2.8722435E-235
 3.3103967E+002, 8.4301115E-306, 8.1727855E-306, 7.7877458E-306, 1.0602778E-305, 1.0270894E-305, 9.6050494E-306, 3.2137223E-240, 4.4492054E-241, 1.0212652E-241
 3.3402001E+002, 8.4268888E-306, 8.1688837E-306, 7.7832856E-306, 1.0542430E-305, 1.0214363E-305, 9.5895914E-306, 6.8414848E-247, 1.5314808E-247, 5.1689531E-248
 3.3700035E+002, 8.4248016E-306, 8.1678409E-306, 7.7835008E-306, 1.0305232E-305, 1.0038422E-305, 9.4847225E-306, 3.4216491E-255, 4.0202499E-256, 1.1268268E-256
 3.4003488E+002, 8.4279656E-306, 8.1698070E-306, 7.7842141E-306, 1.0054886E-305, 9.7473863E-306, 9.2483042E-306, 4.8640075E-262, 3.6255043E-263, 1.1939300E-263
 3.4301522E+002, 8.4260507E-306, 8.1718748E-306, 7.7882001E-306, 1.0057083E-305, 9.7616331E-306, 9.2517044E-306, 1.8798984E-268, 1.8156252E-269, 4.4913484E-270
 3.4604975E+002, 8.4291074E-306, 8.1708615E-306, 7.7848181E-306, 1.0074199E-305, 9.7639547E-306, 9.2528466E-306, 9.5168048E-275, 2.1033630E-275, 6.8123896E-276
 3.4903009E+002, 8.4271537E-306, 8.1657307E-306, 7.7002019E-306, 1.0074842E-305, 9.7643690E-306, 9.2528314E-306, 7.7601764E-283, 1.7808293E-283, 8.7118257E-284
 3.5201044E+002, 8.4183041E-306, 8.0672171E-306, 7.6461475E-306, 1.0066184E-305, 9.7574412E-306, 9.2488359E-306, 7.8658142E-290, 9.8513160E-291, 4.8297783E-291
 3.5504496E+002, 8.4249102E-306, 8.0708041E-306, 7.6309127E-306, 1.0073017E-305, 9.7636205E-306, 9.2524606E-306, 1.0927137E-296, 8.4310589E-298, 4.9368689E-298
 3.5802531E+002, 8.2749358E-306, 7.9338593E-306, 7.6024393E-306, 1.0019319E-305, 9.7396080E-306, 9.2270987E-306, 3.1546928E-303, 2.0613662E-304, 5.9414047E-305
 3.6100565E+002, 8.2350745E-306, 7.9002276E-306, 7.5915339E-306, 9.8124298E-306, 9.5311993E-306, 9.0093190E-306, 1.3002693E-305, 1.2300672E-305, 1.1893240E-305
 3.6404018E+002, 8.2387444E-306, 7.8861152E-306, 7.5919176E-306, 9.8158305E-306, 9.5345695E-306, 9.0066395E-306, 1.2489394E-305, 1.1893783E-305, 1.1545307E-305
 3.6702052E+002, 8.2374628E-306, 7.8863473E-306, 7.5938984E-306, 9.7067345E-306, 9.4852617E-306, 9.0096527E-306, 1.2085707E-305, 1.1721219E-305, 1.1494345E-305
 3.7000086E+002, 8.2355894E-306, 7.8860130E-306, 7.5947078E-306, 9.7052566E-306, 9.4847541E-306, 9.0127586E-306, 1.1929598E-305, 1.1647993E-305, 1.1467358E-305
 3.7303539E+002, 8.2430049E-306, 7.8916751E-306, 7.5978183E-306, 9.7064524E-306, 9.4854059E-306, 9.0134752E-306, 1.1923324E-305, 1.1629329E-305, 1.1437508E-305
 3.7601573E+002, 8.2440874E-306, 7.8910215E-306, 7.5962334E-306, 9.7090281E-306, 9.4875950E-306, 9.0123935E-306, 1.1848348E-305, 1.1483766E-305, 1.1244653E-305
 3.7900231E+002, 8.2404159E-306, 7.8871909E-306, 7.5951742E-306, 9.7035617E-306, 9.4811009E-306, 9.0079662E-306, 1.1841251E-305, 1.1466828E-305, 1.1219878E-305
 3.8202746E+002, 8.2356824E-306, 7.8549364E-306, 7.5403864E-306, 9.7051813E-306, 9.4851157E-306, 9.0133566E-306, 1.1849997E-305, 1.1472693E-305, 1.1204138E-305
 3.8505262E+002, 8.1748363E-306, 7.8304352E-306, 7.5157657E-306, 9.7111818E-306, 9.4894023E-306, 9.0179628E-306, 1.1732026E-305, 1.1366705E-305, 1.1112082E-305
 3.8802470E+002, 8.1538150E-306, 7.8231407E-306, 7.5129644E-306, 9.7125512E-306, 9.4914360E-306, 9.0170700E-306, 1.1587035E-305, 1.1237824E-305, 1.1056677E-305
 3.9104986E+002, 8.1518416E-306, 7.8209518E-306, 7.5112068E-306, 9.7153778E-306, 9.4933026E-306, 9.0186197E-306, 1.1586996E-305, 1.1235971E-305, 1.1055468E-305
 3.9402194E+002, 8.1566925E-306, 7.8244782E-306, 7.5129827E-306, 9.7277429E-306, 9.4934793E-306, 9.0179224E-306, 1.1594982E-305, 1.1243310E-305, 1.1061912E-305
 3.9704709E+002, 8.1588581E-306, 7.8279071E-306, 7.5173346E-306, 9.6696792E-306, 9.4477440E-306, 8.9984787E-306, 1.1598601E-305, 1.1244024E-305, 1.1058735E-305
 4.0000000E+002, 8.1602613E-306, 7.8279366E-306, 7.5159035E-306, 9.6450338E-306, 9.4327654E-306, 8.9971492E-306, 1.1591989E-305, 1.1240769E-305, 1.1043097E-305
