s,%/m,%/m,%/m,%/m,%/m,%/m,%/m,C,m/s,C,%/m,%/m,%/m,%/m,%/m,%/m,%/m,C,m/s,C,%/m,%/m,%/m,%/m,%/m,%/m,%/m,C,m/s,C,%/m,%/m,%/m,%/m,%/m,%/m,%/m,C,m/s,C,%/m,%/m,%/m,%/m,%/m,%/m,%/m,C,m/s,C,C,C,C,C,C,C,C,1/m,C,C,C,C,C,C,C,1/m,C,C,C,C,C,C,C,1/m,C,C,C,C,C,C,C,1/m,C,C,C,C,C,C,C,1/m,C,C,C,C,C,C,C,1/m
 9.10E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.94E-003, 2.40E+001, 2.50E+001, 2.50E+001, 2.50E+001, 2.50E+001, 2.50E+001, 2.50E+001, 2.50E+001, 4.80E+001, 7.86E-001, 4.84E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 1.47E-003, 2.40E+001, 1.48E+001, 1.48E+001, 1.48E+001, 1.48E+001, 1.48E+001, 1.48E+001, 1.48E+001, 3.41E+001, 3.14E-001, 3.47E+001, 5.49E+000, 5.49E+000, 5.49E+000, 5.49E+000, 5.49E+000, 5.49E+000, 5.49E+000, 2.67E+001, 1.77E-001, 2.72E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.48E-197, 4.40E+001, 4.50E+001, 3.89E+001, 3.62E+001, 2.85E+001, 2.59E+001, 2.50E+001, 1.16E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 8.82E-075, 3.72E+001, 3.48E+001, 2.82E+001, 2.46E+001, 2.41E+001, 2.40E+001, 2.40E+001, 9.59E-002, 2.64E+001, 2.48E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.29E-002, 3.00E+001, 2.64E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 4.63E-002
 9.20E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.94E-003, 2.40E+001, 2.44E+001, 2.44E+001, 2.44E+001, 2.44E+001, 2.44E+001, 2.44E+001, 2.44E+001, 4.85E+001, 6.11E-001, 4.89E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 1.46E-003, 2.40E+001, 1.47E+001, 1.47E+001, 1.47E+001, 1.47E+001, 1.47E+001, 1.47E+001, 1.47E+001, 3.43E+001, 1.99E-001, 3.50E+001, 5.14E+000, 5.14E+000, 5.14E+000, 5.14E+000, 5.14E+000, 5.14E+000, 5.14E+000, 2.68E+001, 1.98E-001, 2.72E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.95E-191, 4.44E+001, 4.61E+001, 3.93E+001, 3.63E+001, 2.87E+001, 2.62E+001, 2.51E+001, 1.19E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 7.61E-069, 3.78E+001, 3.50E+001, 2.86E+001, 2.47E+001, 2.41E+001, 2.40E+001, 2.40E+001, 9.19E-002, 2.66E+001, 2.48E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.38E-002, 3.01E+001, 2.65E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 4.26E-002
 9.30E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.03E-003, 2.40E+001, 2.58E+001, 2.58E+001, 2.58E+001, 2.58E+001, 2.58E+001, 2.58E+001, 2.58E+001, 4.94E+001, 8.15E-001, 4.98E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 1.36E-003, 2.40E+001, 1.53E+001, 1.53E+001, 1.53E+001, 1.53E+001, 1.53E+001, 1.53E+001, 1.53E+001, 3.47E+001, 3.24E-001, 3.54E+001, 4.97E+000, 4.97E+000, 4.97E+000, 4.97E+000, 4.97E+000, 4.97E+000, 4.97E+000, 2.68E+001, 2.05E-001, 2.72E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.43E-185, 4.51E+001, 4.71E+001, 3.99E+001, 3.65E+001, 2.89E+001, 2.64E+001, 2.53E+001, 1.26E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 5.98E-064, 3.81E+001, 3.51E+001, 2.90E+001, 2.48E+001, 2.41E+001, 2.40E+001, 2.40E+001, 9.10E-002, 2.68E+001, 2.48E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.11E-002, 3.02E+001, 2.65E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 4.36E-002
 9.40E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.91E-003, 2.40E+001, 2.53E+001, 2.53E+001, 2.53E+001, 2.53E+001, 2.53E+001, 2.53E+001, 2.53E+001, 5.00E+001, 7.63E-001, 5.04E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 1.57E-003, 2.40E+001, 1.59E+001, 1.59E+001, 1.59E+001, 1.59E+001, 1.59E+001, 1.59E+001, 1.59E+001, 3.52E+001, 3.13E-001, 3.59E+001, 5.16E+000, 5.16E+000, 5.16E+000, 5.16E+000, 5.16E+000, 5.16E+000, 5.16E+000, 2.69E+001, 1.83E-001, 2.73E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.79E-179, 4.54E+001, 4.77E+001, 4.05E+001, 3.67E+001, 2.91E+001, 2.65E+001, 2.55E+001, 1.25E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 9.98E-058, 3.84E+001, 3.55E+001, 2.88E+001, 2.48E+001, 2.41E+001, 2.40E+001, 2.40E+001, 9.34E-002, 2.68E+001, 2.48E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.99E-002, 3.03E+001, 2.67E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 4.65E-002
 9.50E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.92E-003, 2.40E+001, 2.69E+001, 2.69E+001, 2.69E+001, 2.69E+001, 2.69E+001, 2.69E+001, 2.69E+001, 5.09E+001, 7.61E-001, 5.14E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 1.59E-003, 2.40E+001, 1.61E+001, 1.61E+001, 1.61E+001, 1.61E+001, 1.61E+001, 1.61E+001, 1.61E+001, 3.55E+001, 1.95E-001, 3.63E+001, 5.35E+000, 5.35E+000, 5.35E+000, 5.35E+000, 5.35E+000, 5.35E+000, 5.35E+000, 2.70E+001, 2.11E-001, 2.73E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 6.45E-174, 4.60E+001, 4.91E+001, 4.14E+001, 3.70E+001, 2.93E+001, 2.67E+001, 2.57E+001, 1.29E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.08E-052, 3.87E+001, 3.58E+001, 2.86E+001, 2.48E+001, 2.41E+001, 2.40E+001, 2.40E+001, 9.52E-002, 2.69E+001, 2.49E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.27E-002, 3.05E+001, 2.69E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 4.90E-002
 9.60E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.96E-003, 2.40E+001, 2.60E+001, 2.60E+001, 2.60E+001, 2.60E+001, 2.60E+001, 2.60E+001, 2.60E+001, 5.15E+001, 7.40E-001, 5.20E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 1.58E-003, 2.40E+001, 1.64E+001, 1.64E+001, 1.64E+001, 1.64E+001, 1.64E+001, 1.64E+001, 1.64E+001, 3.59E+001, 2.24E-001, 3.67E+001, 5.83E+000, 5.83E+000, 5.83E+000, 5.83E+000, 5.83E+000, 5.83E+000, 5.83E+000, 2.71E+001, 2.67E-001, 2.75E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.08E-168, 4.63E+001, 4.99E+001, 4.12E+001, 3.75E+001, 2.94E+001, 2.69E+001, 2.58E+001, 1.32E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.18E-047, 3.90E+001, 3.62E+001, 2.83E+001, 2.47E+001, 2.41E+001, 2.40E+001, 2.40E+001, 1.02E-001, 2.70E+001, 2.49E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.50E-002, 3.06E+001, 2.71E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 5.18E-002
 9.70E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.85E-003, 2.40E+001, 2.61E+001, 2.61E+001, 2.61E+001, 2.61E+001, 2.61E+001, 2.61E+001, 2.61E+001, 5.21E+001, 7.35E-001, 5.24E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.31E-003, 2.40E+001, 1.73E+001, 1.73E+001, 1.73E+001, 1.73E+001, 1.73E+001, 1.73E+001, 1.73E+001, 3.63E+001, 2.70E-001, 3.71E+001, 7.00E+000, 7.00E+000, 7.00E+000, 7.00E+000, 7.00E+000, 7.00E+000, 7.00E+000, 2.74E+001, 2.86E-001, 2.78E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.36E-162, 4.69E+001, 5.09E+001, 4.10E+001, 3.81E+001, 2.95E+001, 2.71E+001, 2.60E+001, 1.37E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.27E-042, 3.94E+001, 3.66E+001, 2.81E+001, 2.47E+001, 2.41E+001, 2.40E+001, 2.40E+001, 1.07E-001, 2.71E+001, 2.50E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.60E-002, 3.08E+001, 2.72E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 5.76E-002
 9.80E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.81E-003, 2.40E+001, 2.60E+001, 2.60E+001, 2.60E+001, 2.60E+001, 2.60E+001, 2.60E+001, 2.60E+001, 5.24E+001, 6.34E-001, 5.27E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.01E-003, 2.40E+001, 1.83E+001, 1.83E+001, 1.83E+001, 1.83E+001, 1.83E+001, 1.83E+001, 1.83E+001, 3.68E+001, 3.32E-001, 3.77E+001, 7.61E+000, 7.61E+000, 7.61E+000, 7.61E+000, 7.61E+000, 7.61E+000, 7.61E+000, 2.76E+001, 2.74E-001, 2.81E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.99E-156, 4.80E+001, 5.18E+001, 4.10E+001, 3.87E+001, 2.95E+001, 2.74E+001, 2.60E+001, 1.46E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 6.30E-038, 3.98E+001, 3.69E+001, 2.77E+001, 2.46E+001, 2.41E+001, 2.40E+001, 2.40E+001, 1.10E-001, 2.73E+001, 2.50E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.06E-002, 3.13E+001, 2.74E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 6.68E-002
 9.90E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.85E-003, 2.40E+001, 2.95E+001, 2.95E+001, 2.95E+001, 2.95E+001, 2.95E+001, 2.95E+001, 2.95E+001, 5.34E+001, 1.01E+000, 5.38E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.43E-003, 2.40E+001, 1.85E+001, 1.85E+001, 1.85E+001, 1.85E+001, 1.85E+001, 1.85E+001, 1.85E+001, 3.72E+001, 2.29E-001, 3.81E+001, 7.38E+000, 7.38E+000, 7.38E+000, 7.38E+000, 7.38E+000, 7.38E+000, 7.38E+000, 2.78E+001, 2.83E-001, 2.82E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.02E-149, 4.94E+001, 5.25E+001, 4.15E+001, 3.90E+001, 2.95E+001, 2.77E+001, 2.61E+001, 1.52E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 7.06E-034, 4.04E+001, 3.78E+001, 2.74E+001, 2.46E+001, 2.41E+001, 2.40E+001, 2.40E+001, 1.12E-001, 2.76E+001, 2.51E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.34E-002, 3.19E+001, 2.75E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 6.80E-002
 1.00E+002, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.80E-003, 2.40E+001, 3.12E+001, 3.12E+001, 3.12E+001, 3.12E+001, 3.12E+001, 3.12E+001, 3.12E+001, 5.58E+001, 1.08E+000, 5.64E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 4.86E-003, 2.40E+001, 1.83E+001, 1.83E+001, 1.83E+001, 1.83E+001, 1.83E+001, 1.83E+001, 1.83E+001, 3.74E+001, 1.14E-001, 3.82E+001, 7.62E+000, 7.62E+000, 7.62E+000, 7.62E+000, 7.62E+000, 7.62E+000, 7.62E+000, 2.80E+001, 2.95E-001, 2.84E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 5.83E-143, 5.05E+001, 5.30E+001, 4.27E+001, 3.93E+001, 2.96E+001, 2.80E+001, 2.61E+001, 1.53E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 7.78E-030, 4.08E+001, 3.84E+001, 2.74E+001, 2.46E+001, 2.41E+001, 2.40E+001, 2.40E+001, 1.11E-001, 2.78E+001, 2.52E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.06E-002, 3.23E+001, 2.75E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 6.66E-002
 1.01E+002, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.87E-003, 2.40E+001, 2.82E+001, 2.82E+001, 2.82E+001, 2.82E+001, 2.82E+001, 2.82E+001, 2.82E+001, 5.64E+001, 9.42E-001, 5.69E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 6.06E-003, 2.40E+001, 1.82E+001, 1.82E+001, 1.82E+001, 1.82E+001, 1.82E+001, 1.82E+001, 1.82E+001, 3.76E+001, 9.45E-002, 3.83E+001, 8.50E+000, 8.50E+000, 8.50E+000, 8.50E+000, 8.50E+000, 8.50E+000, 8.50E+000, 2.83E+001, 2.88E-001, 2.87E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.01E-137, 5.16E+001, 5.35E+001, 4.35E+001, 3.94E+001, 2.99E+001, 2.81E+001, 2.61E+001, 1.57E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.34E-026, 4.11E+001, 3.86E+001, 2.75E+001, 2.45E+001, 2.41E+001, 2.40E+001, 2.40E+001, 1.11E-001, 2.79E+001, 2.52E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.78E-002, 3.26E+001, 2.76E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 6.76E-002
 1.02E+002, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.77E-003, 2.40E+001, 2.93E+001, 2.93E+001, 2.93E+001, 2.93E+001, 2.93E+001, 2.93E+001, 2.93E+001, 5.73E+001, 1.11E+000, 5.76E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 9.32E-003, 2.40E+001, 1.89E+001, 1.89E+001, 1.89E+001, 1.89E+001, 1.89E+001, 1.89E+001, 1.89E+001, 3.80E+001, 2.60E-001, 3.89E+001, 9.25E+000, 9.25E+000, 9.25E+000, 9.25E+000, 9.25E+000, 9.25E+000, 9.25E+000, 2.86E+001, 2.61E-001, 2.91E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 5.21E-132, 5.26E+001, 5.39E+001, 4.43E+001, 3.96E+001, 3.02E+001, 2.83E+001, 2.60E+001, 1.57E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.01E-022, 4.13E+001, 3.87E+001, 2.80E+001, 2.45E+001, 2.41E+001, 2.40E+001, 2.40E+001, 1.13E-001, 2.80E+001, 2.53E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.22E-002, 3.29E+001, 2.78E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 7.19E-002
 1.03E+002, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.84E-003, 2.40E+001, 3.16E+001, 3.16E+001, 3.16E+001, 3.16E+001, 3.16E+001, 3.16E+001, 3.16E+001, 5.86E+001, 1.17E+000, 5.90E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 1.30E-002, 2.40E+001, 2.07E+001, 2.07E+001, 2.07E+001, 2.07E+001, 2.07E+001, 2.07E+001, 2.07E+001, 3.87E+001, 2.64E-001, 3.98E+001, 9.38E+000, 9.38E+000, 9.38E+000, 9.38E+000, 9.38E+000, 9.38E+000, 9.38E+000, 2.88E+001, 2.52E-001, 2.93E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.98E-126, 5.35E+001, 5.43E+001, 4.54E+001, 4.00E+001, 3.06E+001, 2.84E+001, 2.61E+001, 1.59E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.61E-019, 4.17E+001, 3.90E+001, 2.90E+001, 2.45E+001, 2.41E+001, 2.40E+001, 2.40E+001, 1.19E-001, 2.84E+001, 2.54E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 4.21E-002, 3.32E+001, 2.82E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 7.46E-002
 1.04E+002, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.61E-003, 2.40E+001, 3.20E+001, 3.20E+001, 3.20E+001, 3.20E+001, 3.20E+001, 3.20E+001, 3.20E+001, 5.94E+001, 1.19E+000, 5.97E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.18E-002, 2.40E+001, 2.14E+001, 2.14E+001, 2.14E+001, 2.14E+001, 2.14E+001, 2.14E+001, 2.14E+001, 3.93E+001, 1.97E-001, 4.05E+001, 8.75E+000, 8.75E+000, 8.75E+000, 8.75E+000, 8.75E+000, 8.75E+000, 8.75E+000, 2.89E+001, 2.52E-001, 2.94E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.29E-119, 5.47E+001, 5.52E+001, 4.69E+001, 4.05E+001, 3.10E+001, 2.86E+001, 2.61E+001, 1.58E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.50E-016, 4.23E+001, 3.96E+001, 2.96E+001, 2.45E+001, 2.41E+001, 2.40E+001, 2.40E+001, 1.29E-001, 2.88E+001, 2.55E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 4.10E-002, 3.37E+001, 2.85E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 8.43E-002
 1.05E+002, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.63E-003, 2.40E+001, 3.55E+001, 3.55E+001, 3.55E+001, 3.55E+001, 3.55E+001, 3.55E+001, 3.55E+001, 6.13E+001, 1.24E+000, 6.17E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.53E-002, 2.40E+001, 2.13E+001, 2.13E+001, 2.13E+001, 2.13E+001, 2.13E+001, 2.13E+001, 2.13E+001, 3.97E+001, 1.62E-001, 4.10E+001, 8.81E+000, 8.81E+000, 8.81E+000, 8.81E+000, 8.81E+000, 8.81E+000, 8.81E+000, 2.91E+001, 2.66E-001, 2.96E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 6.21E-113, 5.53E+001, 5.59E+001, 4.81E+001, 4.12E+001, 3.13E+001, 2.88E+001, 2.63E+001, 1.59E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 4.00E-014, 4.31E+001, 4.06E+001, 2.95E+001, 2.45E+001, 2.41E+001, 2.40E+001, 2.40E+001, 1.30E-001, 2.89E+001, 2.56E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.11E-002, 3.44E+001, 2.89E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 8.73E-002
 1.06E+002, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.79E-003, 2.40E+001, 3.42E+001, 3.42E+001, 3.42E+001, 3.42E+001, 3.42E+001, 3.42E+001, 3.42E+001, 6.26E+001, 1.11E+000, 6.30E+001, 1.89E-015, 1.89E-015, 1.89E-015, 1.89E-015, 1.89E-015, 1.89E-015, 1.89E-015, 2.40E+001, 6.65E-002, 2.40E+001, 2.17E+001, 2.17E+001, 2.17E+001, 2.17E+001, 2.17E+001, 2.17E+001, 2.17E+001, 4.02E+001, 2.42E-001, 4.16E+001, 9.92E+000, 9.92E+000, 9.92E+000, 9.92E+000, 9.92E+000, 9.92E+000, 9.92E+000, 2.94E+001, 2.93E-001, 2.99E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.03E-107, 5.55E+001, 5.69E+001, 4.94E+001, 4.24E+001, 3.17E+001, 2.90E+001, 2.64E+001, 1.72E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.59E-009, 4.39E+001, 4.08E+001, 2.91E+001, 2.46E+001, 2.41E+001, 2.40E+001, 2.40E+001, 1.29E-001, 2.89E+001, 2.57E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.23E-002, 3.48E+001, 2.90E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 7.54E-002
 1.07E+002, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.38E-003, 2.40E+001, 3.36E+001, 3.36E+001, 3.36E+001, 3.36E+001, 3.36E+001, 3.36E+001, 3.36E+001, 6.31E+001, 1.13E+000, 6.32E+001, 2.04E-002, 2.04E-002, 2.04E-002, 2.04E-002, 2.04E-002, 2.04E-002, 2.04E-002, 2.40E+001, 1.72E-001, 2.40E+001, 2.29E+001, 2.29E+001, 2.29E+001, 2.29E+001, 2.29E+001, 2.29E+001, 2.29E+001, 4.09E+001, 3.22E-001, 4.22E+001, 1.08E+001, 1.08E+001, 1.08E+001, 1.08E+001, 1.08E+001, 1.08E+001, 1.08E+001, 2.97E+001, 2.81E-001, 3.02E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 9.65E-101, 5.70E+001, 5.80E+001, 5.07E+001, 4.43E+001, 3.24E+001, 2.93E+001, 2.65E+001, 1.88E-001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.14E-006, 4.43E+001, 4.11E+001, 2.91E+001, 2.49E+001, 2.41E+001, 2.40E+001, 2.40E+001, 1.29E-001, 2.91E+001, 2.58E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 4.39E-002, 3.49E+001, 2.89E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 7.35E-002
