s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
 1.650E+02, 7.943E+02, 6.634E+02, 9.742E+02, 7.484E+02, 7.986E+02, 8.238E+02, 7.158E+02, 1.007E+03, 7.901E+02, 8.373E+02, 7.885E+02, 9.811E+02, 7.829E+02, 7.884E+02, 9.941E+02, 9.940E+02, 8.753E+02, 6.891E+02, 7.749E+02, 7.659E+02, 7.147E+02, 6.691E+02, 1.039E+03, 8.044E+02, 9.914E+02, 1.058E+03, 8.583E+02, 7.663E+02, 5.922E+02, 3.424E+02, 2.172E+02, 2.140E+02, 3.608E+02, 5.622E+02, 6.486E+02, 9.949E+02, 1.168E+03, 1.091E+03, 1.041E+03, 5.088E+02, 4.795E+02, 5.139E+02, 7.921E+02, 8.025E+02, 8.193E+02, 8.308E+02, 1.369E-02, 3.843E-02, 2.072E-01, 1.033E-01, 9.261E-02, 7.315E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.800E+02, 8.007E+02, 6.826E+02, 9.932E+02, 7.709E+02, 8.128E+02, 8.353E+02, 7.370E+02, 1.025E+03, 8.178E+02, 8.615E+02, 7.995E+02, 1.005E+03, 7.919E+02, 7.960E+02, 1.004E+03, 1.002E+03, 8.816E+02, 7.049E+02, 7.946E+02, 7.760E+02, 7.288E+02, 6.868E+02, 1.062E+03, 8.363E+02, 9.768E+02, 1.031E+03, 9.378E+02, 7.574E+02, 6.474E+02, 3.450E+02, 2.343E+02, 2.278E+02, 3.807E+02, 5.768E+02, 6.621E+02, 9.948E+02, 1.118E+03, 1.059E+03, 1.022E+03, 5.467E+02, 4.905E+02, 5.266E+02, 8.136E+02, 8.190E+02, 8.417E+02, 8.556E+02, 2.022E-02, 2.950E-02, 2.072E-01, 1.009E-01, 9.743E-02, 7.402E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.950E+02, 8.149E+02, 7.045E+02, 1.006E+03, 7.982E+02, 8.281E+02, 8.493E+02, 7.508E+02, 1.024E+03, 8.352E+02, 8.662E+02, 8.175E+02, 1.010E+03, 8.111E+02, 8.131E+02, 1.008E+03, 1.001E+03, 8.927E+02, 7.251E+02, 8.172E+02, 7.939E+02, 7.518E+02, 7.092E+02, 1.057E+03, 8.450E+02, 9.893E+02, 1.035E+03, 1.014E+03, 8.023E+02, 6.278E+02, 3.440E+02, 2.510E+02, 2.480E+02, 3.983E+02, 5.821E+02, 7.287E+02, 1.116E+03, 1.126E+03, 1.076E+03, 1.036E+03, 5.510E+02, 5.289E+02, 5.433E+02, 8.322E+02, 8.443E+02, 8.673E+02, 8.687E+02, 1.946E-02, 1.996E-02, 2.070E-01, 1.010E-01, 1.005E-01, 8.493E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.100E+02, 8.196E+02, 7.145E+02, 9.707E+02, 7.974E+02, 8.239E+02, 8.368E+02, 7.415E+02, 9.550E+02, 8.016E+02, 8.351E+02, 8.207E+02, 9.791E+02, 8.164E+02, 8.165E+02, 9.814E+02, 9.707E+02, 8.878E+02, 7.306E+02, 8.102E+02, 8.026E+02, 7.623E+02, 7.178E+02, 1.009E+03, 8.239E+02, 9.461E+02, 1.002E+03, 9.735E+02, 7.583E+02, 5.893E+02, 2.988E+02, 2.252E+02, 2.308E+02, 3.727E+02, 5.194E+02, 6.424E+02, 1.043E+03, 1.099E+03, 1.047E+03, 9.936E+02, 5.492E+02, 5.187E+02, 5.509E+02, 8.233E+02, 8.390E+02, 8.573E+02, 8.564E+02, 2.519E-02, 3.639E-02, 2.075E-01, 9.911E-02, 9.311E-02, 5.614E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.250E+02, 8.107E+02, 7.131E+02, 9.444E+02, 7.868E+02, 8.122E+02, 8.223E+02, 7.346E+02, 9.646E+02, 7.999E+02, 8.332E+02, 8.107E+02, 9.937E+02, 8.117E+02, 8.079E+02, 9.878E+02, 9.486E+02, 8.792E+02, 7.270E+02, 7.970E+02, 7.971E+02, 7.544E+02, 7.146E+02, 1.039E+03, 8.237E+02, 1.013E+03, 1.029E+03, 9.142E+02, 7.844E+02, 6.296E+02, 3.060E+02, 2.236E+02, 2.299E+02, 3.642E+02, 5.493E+02, 6.626E+02, 9.270E+02, 1.119E+03, 1.091E+03, 1.026E+03, 5.240E+02, 4.957E+02, 5.261E+02, 7.893E+02, 8.213E+02, 8.364E+02, 8.440E+02, 2.565E-02, 7.031E-02, 2.074E-01, 9.833E-02, 7.551E-02, 6.369E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+02, 8.098E+02, 7.185E+02, 9.884E+02, 8.027E+02, 8.223E+02, 8.418E+02, 7.536E+02, 1.044E+03, 8.443E+02, 8.676E+02, 8.103E+02, 1.020E+03, 8.105E+02, 8.072E+02, 1.008E+03, 9.972E+02, 8.834E+02, 7.318E+02, 8.159E+02, 7.958E+02, 7.530E+02, 7.215E+02, 1.079E+03, 8.628E+02, 1.035E+03, 1.069E+03, 1.044E+03, 8.588E+02, 7.037E+02, 3.809E+02, 2.656E+02, 2.529E+02, 4.073E+02, 5.897E+02, 8.139E+02, 1.133E+03, 1.031E+03, 1.045E+03, 1.041E+03, 5.424E+02, 5.068E+02, 5.475E+02, 8.159E+02, 8.244E+02, 8.441E+02, 8.520E+02, 1.802E-02, 3.154E-02, 2.068E-01, 1.017E-01, 9.531E-02, 9.439E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.550E+02, 8.242E+02, 7.313E+02, 1.006E+03, 8.246E+02, 8.412E+02, 8.558E+02, 7.652E+02, 1.031E+03, 8.563E+02, 8.821E+02, 8.189E+02, 1.020E+03, 8.211E+02, 8.224E+02, 1.014E+03, 1.008E+03, 8.952E+02, 7.440E+02, 8.369E+02, 8.063E+02, 7.696E+02, 7.353E+02, 1.082E+03, 8.649E+02, 1.002E+03, 1.029E+03, 1.011E+03, 8.115E+02, 6.821E+02, 3.658E+02, 2.646E+02, 2.647E+02, 4.076E+02, 5.945E+02, 7.547E+02, 1.079E+03, 1.050E+03, 1.029E+03, 1.018E+03, 5.384E+02, 5.428E+02, 5.754E+02, 8.299E+02, 8.466E+02, 8.686E+02, 8.737E+02, 2.372E-02, 3.148E-02, 2.071E-01, 1.005E-01, 9.626E-02, 8.103E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.700E+02, 8.319E+02, 7.379E+02, 1.001E+03, 8.297E+02, 8.428E+02, 8.564E+02, 7.603E+02, 1.008E+03, 8.384E+02, 8.650E+02, 8.275E+02, 1.005E+03, 8.255E+02, 8.319E+02, 1.003E+03, 9.982E+02, 8.950E+02, 7.499E+02, 8.396E+02, 8.139E+02, 7.791E+02, 7.419E+02, 1.051E+03, 8.552E+02, 9.791E+02, 1.015E+03, 9.324E+02, 7.652E+02, 7.022E+02, 3.263E+02, 2.480E+02, 2.534E+02, 3.978E+02, 5.834E+02, 6.956E+02, 1.027E+03, 1.094E+03, 1.044E+03, 1.010E+03, 5.564E+02, 5.471E+02, 5.705E+02, 8.360E+02, 8.533E+02, 8.641E+02, 8.656E+02, 2.546E-02, 3.203E-02, 2.074E-01, 9.859E-02, 9.536E-02, 6.346E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.850E+02, 8.327E+02, 7.376E+02, 9.972E+02, 8.273E+02, 8.406E+02, 8.529E+02, 7.594E+02, 1.019E+03, 8.440E+02, 8.692E+02, 8.265E+02, 9.942E+02, 8.244E+02, 8.312E+02, 9.975E+02, 1.007E+03, 8.941E+02, 7.494E+02, 8.370E+02, 8.119E+02, 7.758E+02, 7.413E+02, 1.057E+03, 8.587E+02, 1.035E+03, 1.075E+03, 1.003E+03, 8.138E+02, 7.295E+02, 3.613E+02, 2.571E+02, 2.529E+02, 3.992E+02, 5.676E+02, 7.425E+02, 1.108E+03, 1.135E+03, 1.084E+03, 1.051E+03, 5.703E+02, 5.277E+02, 5.720E+02, 8.101E+02, 8.375E+02, 8.539E+02, 8.628E+02, 2.103E-02, 4.281E-02, 2.072E-01, 1.001E-01, 8.936E-02, 7.412E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+02, 8.342E+02, 7.404E+02, 1.018E+03, 8.317E+02, 8.518E+02, 8.578E+02, 7.640E+02, 1.051E+03, 8.479E+02, 8.946E+02, 8.236E+02, 9.916E+02, 8.233E+02, 8.323E+02, 9.957E+02, 1.025E+03, 9.016E+02, 7.536E+02, 8.438E+02, 8.113E+02, 7.739E+02, 7.447E+02, 1.021E+03, 8.464E+02, 1.048E+03, 1.068E+03, 1.037E+03, 8.342E+02, 6.863E+02, 3.568E+02, 2.549E+02, 2.537E+02, 3.999E+02, 5.878E+02, 7.602E+02, 1.106E+03, 1.102E+03, 1.072E+03, 1.045E+03, 5.944E+02, 5.294E+02, 5.601E+02, 8.084E+02, 8.373E+02, 8.534E+02, 8.699E+02, 1.627E-02, 2.826E-02, 2.064E-01, 1.021E-01, 9.662E-02, 1.191E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.150E+02, 8.382E+02, 7.430E+02, 1.036E+03, 8.317E+02, 8.571E+02, 8.620E+02, 7.645E+02, 1.050E+03, 8.460E+02, 8.775E+02, 8.264E+02, 9.830E+02, 8.252E+02, 8.351E+02, 9.838E+02, 1.024E+03, 8.999E+02, 7.564E+02, 8.453E+02, 8.136E+02, 7.753E+02, 7.470E+02, 1.044E+03, 8.556E+02, 1.017E+03, 1.048E+03, 9.717E+02, 7.657E+02, 6.418E+02, 3.585E+02, 2.549E+02, 2.540E+02, 3.983E+02, 5.950E+02, 7.011E+02, 1.094E+03, 1.073E+03, 1.047E+03, 1.027E+03, 5.574E+02, 5.554E+02, 5.774E+02, 8.142E+02, 8.383E+02, 8.530E+02, 8.674E+02, 1.723E-02, 3.335E-02, 2.056E-01, 1.027E-01, 9.437E-02, 1.597E-03, 0.000E+00, 0.000E+00, 0.000E+00
 3.300E+02, 8.384E+02, 7.444E+02, 1.011E+03, 8.344E+02, 8.517E+02, 8.570E+02, 7.653E+02, 1.024E+03, 8.510E+02, 8.725E+02, 8.285E+02, 1.007E+03, 8.278E+02, 8.378E+02, 1.004E+03, 1.005E+03, 8.955E+02, 7.577E+02, 8.452E+02, 8.163E+02, 7.770E+02, 7.475E+02, 1.062E+03, 8.595E+02, 1.002E+03, 1.032E+03, 1.008E+03, 7.466E+02, 6.265E+02, 3.661E+02, 2.606E+02, 2.825E+02, 4.158E+02, 5.919E+02, 7.768E+02, 1.096E+03, 1.075E+03, 1.037E+03, 1.026E+03, 5.764E+02, 5.324E+02, 5.635E+02, 8.243E+02, 8.437E+02, 8.643E+02, 8.682E+02, 2.213E-02, 2.893E-02, 2.072E-01, 1.009E-01, 9.680E-02, 7.374E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.450E+02, 8.358E+02, 7.436E+02, 9.928E+02, 8.296E+02, 8.454E+02, 8.533E+02, 7.607E+02, 1.008E+03, 8.417E+02, 8.667E+02, 8.290E+02, 1.007E+03, 8.291E+02, 8.346E+02, 1.007E+03, 9.922E+02, 8.915E+02, 7.570E+02, 8.388E+02, 8.171E+02, 7.789E+02, 7.470E+02, 1.067E+03, 8.515E+02, 1.010E+03, 1.047E+03, 1.048E+03, 7.779E+02, 6.713E+02, 3.558E+02, 2.583E+02, 2.636E+02, 4.061E+02, 5.711E+02, 7.593E+02, 1.052E+03, 1.061E+03, 1.015E+03, 1.014E+03, 5.793E+02, 5.319E+02, 5.645E+02, 8.321E+02, 8.449E+02, 8.649E+02, 8.680E+02, 2.261E-02, 2.083E-02, 2.070E-01, 1.010E-01, 1.003E-01, 8.486E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.600E+02, 8.312E+02, 7.398E+02, 9.853E+02, 8.243E+02, 8.421E+02, 8.470E+02, 7.541E+02, 1.002E+03, 8.306E+02, 8.650E+02, 8.226E+02, 9.933E+02, 8.237E+02, 8.301E+02, 9.914E+02, 9.828E+02, 8.835E+02, 7.534E+02, 8.328E+02, 8.139E+02, 7.756E+02, 7.432E+02, 1.051E+03, 8.420E+02, 9.875E+02, 1.023E+03, 9.535E+02, 7.089E+02, 6.185E+02, 3.236E+02, 2.467E+02, 2.626E+02, 3.953E+02, 5.532E+02, 6.840E+02, 1.070E+03, 1.071E+03, 1.027E+03, 1.003E+03, 5.699E+02, 5.273E+02, 5.560E+02, 8.110E+02, 8.341E+02, 8.500E+02, 8.553E+02, 2.696E-02, 5.250E-02, 2.073E-01, 9.816E-02, 8.455E-02, 6.754E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.750E+02, 8.280E+02, 7.357E+02, 9.932E+02, 8.205E+02, 8.393E+02, 8.465E+02, 7.535E+02, 1.020E+03, 8.377E+02, 8.678E+02, 8.184E+02, 9.794E+02, 8.176E+02, 8.252E+02, 9.761E+02, 9.961E+02, 8.808E+02, 7.487E+02, 8.299E+02, 8.081E+02, 7.704E+02, 7.396E+02, 1.053E+03, 8.472E+02, 9.942E+02, 1.042E+03, 1.009E+03, 7.221E+02, 6.459E+02, 3.383E+02, 2.531E+02, 2.555E+02, 3.927E+02, 5.732E+02, 6.900E+02, 1.056E+03, 1.085E+03, 1.029E+03, 1.004E+03, 5.815E+02, 5.210E+02, 5.391E+02, 7.960E+02, 8.322E+02, 8.494E+02, 8.527E+02, 1.947E-02, 2.446E-02, 2.074E-01, 1.010E-01, 9.532E-02, 6.414E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.900E+02, 8.273E+02, 7.364E+02, 1.011E+03, 8.278E+02, 8.428E+02, 8.479E+02, 7.594E+02, 1.038E+03, 8.509E+02, 8.755E+02, 8.209E+02, 9.885E+02, 8.195E+02, 8.261E+02, 9.837E+02, 1.008E+03, 8.862E+02, 7.489E+02, 8.388E+02, 8.079E+02, 7.712E+02, 7.409E+02, 1.069E+03, 8.645E+02, 1.028E+03, 1.078E+03, 9.881E+02, 7.985E+02, 6.254E+02, 3.984E+02, 2.624E+02, 2.698E+02, 4.214E+02, 5.935E+02, 7.391E+02, 1.129E+03, 1.079E+03, 1.028E+03, 1.024E+03, 5.555E+02, 5.154E+02, 5.817E+02, 8.051E+02, 8.354E+02, 8.593E+02, 8.648E+02, 2.317E-02, 4.235E-02, 2.062E-01, 9.977E-02, 8.922E-02, 1.302E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.050E+02, 8.292E+02, 7.410E+02, 9.963E+02, 8.337E+02, 8.451E+02, 8.508E+02, 7.659E+02, 9.989E+02, 8.537E+02, 8.723E+02, 8.316E+02, 1.017E+03, 8.297E+02, 8.297E+02, 1.020E+03, 9.911E+02, 8.944E+02, 7.534E+02, 8.434E+02, 8.162E+02, 7.794E+02, 7.442E+02, 1.094E+03, 8.710E+02, 9.836E+02, 1.021E+03, 1.012E+03, 7.770E+02, 6.816E+02, 3.719E+02, 2.642E+02, 2.664E+02, 4.258E+02, 5.994E+02, 7.681E+02, 1.139E+03, 1.034E+03, 1.032E+03, 1.030E+03, 5.922E+02, 5.367E+02, 5.727E+02, 8.323E+02, 8.463E+02, 8.658E+02, 8.717E+02, 2.740E-02, 4.695E-02, 2.057E-01, 9.838E-02, 8.820E-02, 1.576E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.200E+02, 8.325E+02, 7.448E+02, 9.886E+02, 8.383E+02, 8.493E+02, 8.539E+02, 7.666E+02, 1.013E+03, 8.511E+02, 8.774E+02, 8.405E+02, 1.025E+03, 8.393E+02, 8.320E+02, 1.033E+03, 9.881E+02, 8.971E+02, 7.575E+02, 8.454E+02, 8.254E+02, 7.846E+02, 7.468E+02, 1.060E+03, 8.620E+02, 1.028E+03, 1.049E+03, 1.027E+03, 7.799E+02, 6.930E+02, 3.493E+02, 2.594E+02, 2.604E+02, 4.062E+02, 6.197E+02, 7.438E+02, 1.100E+03, 1.094E+03, 1.037E+03, 1.040E+03, 5.866E+02, 5.365E+02, 5.749E+02, 8.334E+02, 8.472E+02, 8.664E+02, 8.757E+02, 2.170E-02, 4.607E-02, 2.063E-01, 1.007E-01, 8.816E-02, 1.245E-03, 0.000E+00, 0.000E+00, 0.000E+00
