s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m,C,m,C,m,C,m,C,m,C,m,C,m,C,m,C
 1.350E+02, 4.414E+01, 4.673E+01, 5.102E+01, 6.210E+01, 1.821E+02, 2.592E+02, 2.686E+02, 2.690E+02, 2.661E+02, 2.625E+01, 2.659E+01, 2.751E+01, 5.013E+01, 1.347E+02, 2.337E+02, 2.376E+01, 2.379E+01, 2.452E+01, 2.750E+01, 3.973E+01, 5.091E+01, 7.291E+01, 9.726E+01, 1.043E+02, 4.814E+01, 2.328E+01, 2.331E+01, 2.369E+01, 2.739E+01, 3.627E+01, 5.561E+01, 7.526E+01, 9.790E+01, 1.016E+02, 3.754E+01, 2.295E+01, 2.306E+01, 2.372E+01, 2.404E+01, 4.290E+01, 6.948E+01, 7.871E+01, 8.237E+01, 8.226E+01, 3.212E+01, 2.218E+01, 2.230E+01, 2.274E+01, 2.414E+01, 3.434E+01, 6.145E+01, 7.855E+01, 8.108E+01, 2.258E+01, 2.327E+01, 2.483E+01, 2.779E+01, 3.654E+01, 4.510E+01, 5.510E+01, 6.074E+01, 2.221E+01, 2.366E+01, 3.498E+01, 3.778E+01, 4.199E+01, 4.584E+01, 4.763E+01, 4.858E+01, 4.853E+01, 2.465E+01, 1.053E+00, 2.365E+02, 9.463E-01, 2.050E+02, 1.347E+00, 7.889E+01, 1.307E+00, 7.744E+01, 1.180E+00, 7.427E+01, 1.341E+00, 6.886E+01, 1.158E+00, 5.455E+01, 8.768E-01, 4.609E+01
 1.500E+02, 4.576E+01, 4.867E+01, 5.301E+01, 6.622E+01, 1.834E+02, 2.594E+02, 2.697E+02, 2.706E+02, 2.682E+02, 2.637E+01, 2.703E+01, 2.788E+01, 4.939E+01, 1.428E+02, 2.329E+02, 2.393E+01, 2.400E+01, 2.537E+01, 2.812E+01, 4.102E+01, 5.319E+01, 7.397E+01, 9.768E+01, 1.052E+02, 5.014E+01, 2.354E+01, 2.361E+01, 2.414E+01, 2.787E+01, 3.801E+01, 5.717E+01, 7.729E+01, 9.956E+01, 1.040E+02, 3.903E+01, 2.313E+01, 2.309E+01, 2.361E+01, 2.523E+01, 4.605E+01, 7.086E+01, 8.070E+01, 8.499E+01, 8.526E+01, 3.332E+01, 2.220E+01, 2.240E+01, 2.301E+01, 2.470E+01, 3.617E+01, 6.228E+01, 8.098E+01, 8.322E+01, 2.259E+01, 2.343E+01, 2.613E+01, 2.923E+01, 3.921E+01, 4.636E+01, 5.812E+01, 6.476E+01, 2.227E+01, 2.389E+01, 3.504E+01, 3.829E+01, 4.361E+01, 4.779E+01, 4.966E+01, 5.075E+01, 5.089E+01, 2.511E+01, 1.042E+00, 2.362E+02, 9.303E-01, 2.075E+02, 1.327E+00, 8.046E+01, 1.284E+00, 7.855E+01, 1.141E+00, 7.671E+01, 1.320E+00, 7.174E+01, 1.148E+00, 5.609E+01, 8.971E-01, 4.745E+01
 1.650E+02, 4.732E+01, 4.947E+01, 5.407E+01, 6.734E+01, 1.908E+02, 2.620E+02, 2.713E+02, 2.716E+02, 2.695E+02, 2.670E+01, 2.725E+01, 2.807E+01, 5.082E+01, 1.439E+02, 2.353E+02, 2.425E+01, 2.432E+01, 2.552E+01, 2.929E+01, 4.211E+01, 5.549E+01, 7.427E+01, 9.799E+01, 1.054E+02, 5.182E+01, 2.375E+01, 2.385E+01, 2.436E+01, 2.893E+01, 3.941E+01, 5.925E+01, 7.845E+01, 1.018E+02, 1.063E+02, 4.043E+01, 2.340E+01, 2.342E+01, 2.368E+01, 2.623E+01, 4.835E+01, 7.208E+01, 8.277E+01, 8.624E+01, 8.655E+01, 3.436E+01, 2.228E+01, 2.239E+01, 2.311E+01, 2.509E+01, 3.803E+01, 6.312E+01, 8.298E+01, 8.463E+01, 2.270E+01, 2.349E+01, 2.698E+01, 3.010E+01, 4.069E+01, 4.785E+01, 5.949E+01, 6.487E+01, 2.234E+01, 2.364E+01, 3.607E+01, 4.007E+01, 4.573E+01, 4.907E+01, 5.063E+01, 5.187E+01, 5.170E+01, 2.547E+01, 1.062E+00, 2.411E+02, 9.278E-01, 2.083E+02, 1.308E+00, 8.019E+01, 1.272E+00, 7.971E+01, 1.096E+00, 7.580E+01, 1.301E+00, 7.198E+01, 1.121E+00, 5.664E+01, 8.612E-01, 4.866E+01
 1.800E+02, 4.846E+01, 5.069E+01, 5.525E+01, 6.784E+01, 1.908E+02, 2.595E+02, 2.726E+02, 2.734E+02, 2.691E+02, 2.697E+01, 2.753E+01, 2.859E+01, 5.141E+01, 1.418E+02, 2.372E+02, 2.458E+01, 2.462E+01, 2.592E+01, 2.980E+01, 4.363E+01, 5.838E+01, 7.657E+01, 1.005E+02, 1.083E+02, 5.345E+01, 2.403E+01, 2.419E+01, 2.471E+01, 2.930E+01, 4.021E+01, 6.129E+01, 8.073E+01, 1.021E+02, 1.067E+02, 4.157E+01, 2.372E+01, 2.411E+01, 2.448E+01, 2.683E+01, 4.809E+01, 7.402E+01, 8.449E+01, 8.687E+01, 8.679E+01, 3.526E+01, 2.243E+01, 2.262E+01, 2.333E+01, 2.611E+01, 4.038E+01, 6.455E+01, 8.474E+01, 8.559E+01, 2.284E+01, 2.407E+01, 2.770E+01, 3.165E+01, 4.115E+01, 4.892E+01, 6.042E+01, 6.604E+01, 2.243E+01, 2.401E+01, 3.696E+01, 4.093E+01, 4.676E+01, 5.043E+01, 5.209E+01, 5.333E+01, 5.330E+01, 2.593E+01, 1.044E+00, 2.387E+02, 9.156E-01, 2.087E+02, 1.306E+00, 8.208E+01, 1.265E+00, 8.097E+01, 1.108E+00, 7.768E+01, 1.272E+00, 7.236E+01, 1.091E+00, 5.773E+01, 8.541E-01, 5.008E+01
 1.950E+02, 4.986E+01, 5.162E+01, 5.587E+01, 7.250E+01, 1.948E+02, 2.638E+02, 2.754E+02, 2.755E+02, 2.720E+02, 2.730E+01, 2.800E+01, 2.885E+01, 5.191E+01, 1.507E+02, 2.345E+02, 2.484E+01, 2.500E+01, 2.647E+01, 2.930E+01, 4.397E+01, 5.932E+01, 7.801E+01, 1.018E+02, 1.094E+02, 5.511E+01, 2.424E+01, 2.447E+01, 2.541E+01, 2.963E+01, 4.146E+01, 6.237E+01, 8.277E+01, 1.035E+02, 1.076E+02, 4.267E+01, 2.356E+01, 2.420E+01, 2.471E+01, 2.725E+01, 4.878E+01, 7.457E+01, 8.475E+01, 8.813E+01, 8.870E+01, 3.625E+01, 2.249E+01, 2.275E+01, 2.358E+01, 2.616E+01, 4.090E+01, 6.550E+01, 8.465E+01, 8.671E+01, 2.298E+01, 2.429E+01, 2.911E+01, 3.309E+01, 4.304E+01, 5.105E+01, 6.193E+01, 6.717E+01, 2.253E+01, 2.449E+01, 3.870E+01, 4.248E+01, 4.778E+01, 5.151E+01, 5.345E+01, 5.424E+01, 5.416E+01, 2.636E+01, 1.052E+00, 2.438E+02, 9.166E-01, 2.126E+02, 1.303E+00, 8.329E+01, 1.247E+00, 8.155E+01, 1.092E+00, 7.798E+01, 1.294E+00, 7.409E+01, 1.067E+00, 5.856E+01, 8.578E-01, 5.085E+01
 2.100E+02, 5.052E+01, 5.293E+01, 5.752E+01, 6.939E+01, 1.907E+02, 2.666E+02, 2.766E+02, 2.771E+02, 2.746E+02, 2.771E+01, 2.858E+01, 2.916E+01, 5.209E+01, 1.491E+02, 2.382E+02, 2.505E+01, 2.540E+01, 2.670E+01, 2.978E+01, 4.488E+01, 5.956E+01, 7.893E+01, 1.048E+02, 1.115E+02, 5.666E+01, 2.453E+01, 2.470E+01, 2.560E+01, 2.965E+01, 4.235E+01, 6.323E+01, 8.361E+01, 1.060E+02, 1.095E+02, 4.372E+01, 2.368E+01, 2.413E+01, 2.481E+01, 2.700E+01, 5.194E+01, 7.693E+01, 8.696E+01, 8.998E+01, 9.040E+01, 3.718E+01, 2.226E+01, 2.250E+01, 2.337E+01, 2.553E+01, 4.061E+01, 6.848E+01, 8.554E+01, 8.662E+01, 2.314E+01, 2.461E+01, 2.941E+01, 3.385E+01, 4.377E+01, 5.171E+01, 6.437E+01, 6.897E+01, 2.270E+01, 2.445E+01, 4.052E+01, 4.467E+01, 4.947E+01, 5.246E+01, 5.414E+01, 5.490E+01, 5.487E+01, 2.675E+01, 1.058E+00, 2.427E+02, 9.100E-01, 2.117E+02, 1.298E+00, 8.416E+01, 1.259E+00, 8.316E+01, 1.071E+00, 7.870E+01, 1.314E+00, 7.498E+01, 1.061E+00, 5.932E+01, 8.488E-01, 5.175E+01
 2.250E+02, 5.141E+01, 5.418E+01, 5.884E+01, 7.425E+01, 1.960E+02, 2.664E+02, 2.758E+02, 2.766E+02, 2.727E+02, 2.794E+01, 2.885E+01, 3.010E+01, 5.509E+01, 1.514E+02, 2.397E+02, 2.533E+01, 2.553E+01, 2.687E+01, 3.066E+01, 4.525E+01, 6.103E+01, 8.132E+01, 1.048E+02, 1.124E+02, 5.834E+01, 2.477E+01, 2.497E+01, 2.606E+01, 3.001E+01, 4.317E+01, 6.416E+01, 8.437E+01, 1.060E+02, 1.101E+02, 4.471E+01, 2.375E+01, 2.413E+01, 2.460E+01, 2.810E+01, 5.049E+01, 7.691E+01, 8.747E+01, 9.082E+01, 9.094E+01, 3.795E+01, 2.233E+01, 2.283E+01, 2.388E+01, 2.603E+01, 3.997E+01, 6.566E+01, 8.711E+01, 8.819E+01, 2.315E+01, 2.459E+01, 2.950E+01, 3.429E+01, 4.398E+01, 5.229E+01, 6.439E+01, 6.829E+01, 2.289E+01, 2.497E+01, 3.983E+01, 4.501E+01, 4.992E+01, 5.313E+01, 5.467E+01, 5.557E+01, 5.551E+01, 2.708E+01, 1.029E+00, 2.429E+02, 8.990E-01, 2.125E+02, 1.287E+00, 8.515E+01, 1.237E+00, 8.314E+01, 1.071E+00, 7.983E+01, 1.287E+00, 7.452E+01, 1.058E+00, 5.956E+01, 8.452E-01, 5.169E+01
 2.400E+02, 5.258E+01, 5.504E+01, 5.979E+01, 7.451E+01, 1.972E+02, 2.692E+02, 2.777E+02, 2.782E+02, 2.756E+02, 2.818E+01, 2.913E+01, 3.014E+01, 5.752E+01, 1.512E+02, 2.404E+02, 2.561E+01, 2.582E+01, 2.689E+01, 3.072E+01, 4.611E+01, 6.160E+01, 8.125E+01, 1.042E+02, 1.123E+02, 5.937E+01, 2.493E+01, 2.516E+01, 2.606E+01, 3.105E+01, 4.346E+01, 6.446E+01, 8.555E+01, 1.078E+02, 1.102E+02, 4.554E+01, 2.368E+01, 2.417E+01, 2.450E+01, 2.844E+01, 5.107E+01, 7.729E+01, 8.779E+01, 9.115E+01, 9.133E+01, 3.867E+01, 2.236E+01, 2.253E+01, 2.334E+01, 2.648E+01, 4.116E+01, 6.908E+01, 8.750E+01, 8.908E+01, 2.336E+01, 2.453E+01, 2.965E+01, 3.428E+01, 4.445E+01, 5.276E+01, 6.457E+01, 6.956E+01, 2.300E+01, 2.452E+01, 4.104E+01, 4.592E+01, 5.029E+01, 5.361E+01, 5.521E+01, 5.625E+01, 5.624E+01, 2.736E+01, 1.050E+00, 2.464E+02, 9.028E-01, 2.146E+02, 1.294E+00, 8.564E+01, 1.238E+00, 8.382E+01, 1.069E+00, 7.933E+01, 1.273E+00, 7.485E+01, 1.074E+00, 6.086E+01, 8.733E-01, 5.246E+01
 2.550E+02, 5.396E+01, 5.596E+01, 6.119E+01, 7.578E+01, 2.006E+02, 2.658E+02, 2.757E+02, 2.773E+02, 2.754E+02, 2.830E+01, 2.887E+01, 2.984E+01, 5.936E+01, 1.551E+02, 2.385E+02, 2.580E+01, 2.596E+01, 2.722E+01, 3.102E+01, 4.609E+01, 6.229E+01, 8.440E+01, 1.039E+02, 1.103E+02, 6.066E+01, 2.506E+01, 2.522E+01, 2.617E+01, 3.130E+01, 4.367E+01, 6.556E+01, 8.704E+01, 1.084E+02, 1.118E+02, 4.654E+01, 2.397E+01, 2.455E+01, 2.573E+01, 2.949E+01, 5.254E+01, 7.903E+01, 8.984E+01, 9.281E+01, 9.242E+01, 3.933E+01, 2.242E+01, 2.280E+01, 2.376E+01, 2.665E+01, 4.178E+01, 6.861E+01, 8.891E+01, 9.034E+01, 2.359E+01, 2.491E+01, 3.053E+01, 3.580E+01, 4.576E+01, 5.264E+01, 6.648E+01, 7.328E+01, 2.316E+01, 2.468E+01, 4.161E+01, 4.625E+01, 5.131E+01, 5.424E+01, 5.597E+01, 5.697E+01, 5.683E+01, 2.765E+01, 1.039E+00, 2.436E+02, 8.925E-01, 2.147E+02, 1.289E+00, 8.661E+01, 1.240E+00, 8.542E+01, 1.040E+00, 8.000E+01, 1.285E+00, 7.739E+01, 1.057E+00, 6.133E+01, 8.582E-01, 5.358E+01
 2.700E+02, 5.457E+01, 5.685E+01, 6.100E+01, 7.717E+01, 2.043E+02, 2.688E+02, 2.773E+02, 2.772E+02, 2.741E+02, 2.845E+01, 2.890E+01, 2.990E+01, 6.184E+01, 1.596E+02, 2.395E+02, 2.590E+01, 2.601E+01, 2.770E+01, 3.191E+01, 4.697E+01, 6.339E+01, 8.447E+01, 1.043E+02, 1.108E+02, 6.174E+01, 2.521E+01, 2.539E+01, 2.671E+01, 3.150E+01, 4.457E+01, 6.583E+01, 8.707E+01, 1.092E+02, 1.127E+02, 4.742E+01, 2.413E+01, 2.492E+01, 2.575E+01, 2.952E+01, 5.361E+01, 7.903E+01, 9.053E+01, 9.445E+01, 9.441E+01, 4.016E+01, 2.238E+01, 2.271E+01, 2.353E+01, 2.628E+01, 4.318E+01, 7.219E+01, 9.021E+01, 9.159E+01, 2.365E+01, 2.514E+01, 3.128E+01, 3.572E+01, 4.620E+01, 5.408E+01, 6.520E+01, 7.065E+01, 2.325E+01, 2.514E+01, 4.181E+01, 4.720E+01, 5.265E+01, 5.527E+01, 5.683E+01, 5.764E+01, 5.760E+01, 2.803E+01, 1.039E+00, 2.459E+02, 8.939E-01, 2.159E+02, 1.262E+00, 8.662E+01, 1.227E+00, 8.496E+01, 1.050E+00, 8.215E+01, 1.301E+00, 7.747E+01, 1.055E+00, 6.184E+01, 8.349E-01, 5.409E+01
 2.850E+02, 5.543E+01, 5.698E+01, 6.207E+01, 7.617E+01, 2.030E+02, 2.678E+02, 2.801E+02, 2.813E+02, 2.779E+02, 2.864E+01, 2.940E+01, 3.058E+01, 6.448E+01, 1.558E+02, 2.410E+02, 2.613E+01, 2.624E+01, 2.848E+01, 3.169E+01, 4.756E+01, 6.422E+01, 8.559E+01, 1.044E+02, 1.121E+02, 6.254E+01, 2.543E+01, 2.564E+01, 2.688E+01, 3.205E+01, 4.520E+01, 6.674E+01, 8.846E+01, 1.101E+02, 1.134E+02, 4.824E+01, 2.415E+01, 2.431E+01, 2.621E+01, 3.036E+01, 5.502E+01, 8.053E+01, 9.117E+01, 9.389E+01, 9.350E+01, 4.075E+01, 2.240E+01, 2.266E+01, 2.364E+01, 2.666E+01, 4.206E+01, 7.227E+01, 9.052E+01, 9.210E+01, 2.364E+01, 2.523E+01, 3.090E+01, 3.567E+01, 4.652E+01, 5.387E+01, 6.767E+01, 7.278E+01, 2.331E+01, 2.564E+01, 4.167E+01, 4.711E+01, 5.240E+01, 5.526E+01, 5.687E+01, 5.763E+01, 5.783E+01, 2.835E+01, 1.041E+00, 2.469E+02, 8.898E-01, 2.156E+02, 1.262E+00, 8.650E+01, 1.228E+00, 8.626E+01, 1.041E+00, 8.129E+01, 1.282E+00, 7.774E+01, 1.051E+00, 6.279E+01, 8.459E-01, 5.404E+01
 3.000E+02, 5.619E+01, 5.775E+01, 6.211E+01, 7.691E+01, 2.030E+02, 2.700E+02, 2.801E+02, 2.801E+02, 2.778E+02, 2.890E+01, 2.970E+01, 3.108E+01, 6.057E+01, 1.573E+02, 2.414E+02, 2.625E+01, 2.643E+01, 2.849E+01, 3.139E+01, 4.721E+01, 6.422E+01, 8.902E+01, 1.089E+02, 1.151E+02, 6.366E+01, 2.552E+01, 2.574E+01, 2.719E+01, 3.211E+01, 4.567E+01, 6.814E+01, 8.886E+01, 1.105E+02, 1.139E+02, 4.892E+01, 2.387E+01, 2.449E+01, 2.679E+01, 3.209E+01, 5.560E+01, 8.168E+01, 9.154E+01, 9.441E+01, 9.458E+01, 4.139E+01, 2.234E+01, 2.267E+01, 2.383E+01, 2.718E+01, 4.210E+01, 7.204E+01, 9.181E+01, 9.112E+01, 2.382E+01, 2.534E+01, 3.155E+01, 3.620E+01, 4.706E+01, 5.539E+01, 6.755E+01, 7.239E+01, 2.352E+01, 2.599E+01, 4.321E+01, 4.845E+01, 5.321E+01, 5.623E+01, 5.757E+01, 5.842E+01, 5.845E+01, 2.857E+01, 1.051E+00, 2.487E+02, 8.835E-01, 2.147E+02, 1.281E+00, 8.971E+01, 1.222E+00, 8.630E+01, 1.036E+00, 8.190E+01, 1.291E+00, 7.838E+01, 1.019E+00, 6.215E+01, 8.093E-01, 5.503E+01
 3.150E+02, 5.759E+01, 5.911E+01, 6.293E+01, 7.576E+01, 2.008E+02, 2.726E+02, 2.824E+02, 2.823E+02, 2.791E+02, 2.908E+01, 3.028E+01, 3.133E+01, 6.078E+01, 1.597E+02, 2.450E+02, 2.637E+01, 2.656E+01, 2.884E+01, 3.187E+01, 4.837E+01, 6.527E+01, 8.524E+01, 1.086E+02, 1.158E+02, 6.476E+01, 2.566E+01, 2.595E+01, 2.726E+01, 3.217E+01, 4.627E+01, 6.749E+01, 8.919E+01, 1.121E+02, 1.146E+02, 4.968E+01, 2.420E+01, 2.483E+01, 2.642E+01, 3.102E+01, 5.179E+01, 8.211E+01, 9.247E+01, 9.548E+01, 9.536E+01, 4.201E+01, 2.230E+01, 2.253E+01, 2.360E+01, 2.705E+01, 4.445E+01, 7.254E+01, 9.187E+01, 9.375E+01, 2.384E+01, 2.533E+01, 3.111E+01, 3.576E+01, 4.767E+01, 5.625E+01, 6.629E+01, 6.939E+01, 2.369E+01, 2.620E+01, 4.236E+01, 4.839E+01, 5.416E+01, 5.702E+01, 5.815E+01, 5.921E+01, 5.938E+01, 2.893E+01, 1.064E+00, 2.507E+02, 8.892E-01, 2.184E+02, 1.261E+00, 8.855E+01, 1.223E+00, 8.689E+01, 1.026E+00, 8.194E+01, 1.300E+00, 7.960E+01, 1.039E+00, 6.220E+01, 8.357E-01, 5.534E+01
 3.300E+02, 5.792E+01, 5.988E+01, 6.407E+01, 7.693E+01, 1.990E+02, 2.722E+02, 2.812E+02, 2.808E+02, 2.784E+02, 2.948E+01, 3.055E+01, 3.123E+01, 6.038E+01, 1.597E+02, 2.431E+02, 2.658E+01, 2.691E+01, 2.919E+01, 3.277E+01, 4.877E+01, 6.554E+01, 8.527E+01, 1.096E+02, 1.160E+02, 6.565E+01, 2.557E+01, 2.584E+01, 2.737E+01, 3.283E+01, 4.602E+01, 6.799E+01, 8.972E+01, 1.129E+02, 1.164E+02, 5.057E+01, 2.421E+01, 2.455E+01, 2.634E+01, 3.080E+01, 5.408E+01, 8.271E+01, 9.365E+01, 9.641E+01, 9.627E+01, 4.266E+01, 2.239E+01, 2.279E+01, 2.387E+01, 2.690E+01, 4.460E+01, 7.304E+01, 9.344E+01, 9.500E+01, 2.384E+01, 2.513E+01, 2.975E+01, 3.500E+01, 4.686E+01, 5.592E+01, 6.575E+01, 6.865E+01, 2.376E+01, 2.555E+01, 4.149E+01, 4.889E+01, 5.426E+01, 5.701E+01, 5.845E+01, 5.932E+01, 5.913E+01, 2.915E+01, 1.033E+00, 2.471E+02, 8.927E-01, 2.218E+02, 1.257E+00, 8.817E+01, 1.220E+00, 8.764E+01, 1.052E+00, 8.393E+01, 1.271E+00, 7.934E+01, 1.065E+00, 6.286E+01, 8.506E-01, 5.536E+01
 3.450E+02, 5.844E+01, 6.028E+01, 6.483E+01, 7.844E+01, 2.043E+02, 2.749E+02, 2.824E+02, 2.819E+02, 2.795E+02, 2.938E+01, 3.014E+01, 3.147E+01, 6.623E+01, 1.583E+02, 2.447E+02, 2.653E+01, 2.688E+01, 2.931E+01, 3.253E+01, 4.877E+01, 6.563E+01, 8.710E+01, 1.082E+02, 1.149E+02, 6.633E+01, 2.558E+01, 2.582E+01, 2.760E+01, 3.286E+01, 4.643E+01, 6.880E+01, 9.077E+01, 1.128E+02, 1.163E+02, 5.121E+01, 2.459E+01, 2.487E+01, 2.626E+01, 3.053E+01, 5.445E+01, 8.240E+01, 9.327E+01, 9.674E+01, 9.675E+01, 4.323E+01, 2.238E+01, 2.279E+01, 2.407E+01, 2.755E+01, 4.475E+01, 7.693E+01, 9.348E+01, 9.447E+01, 2.409E+01, 2.545E+01, 3.063E+01, 3.683E+01, 4.765E+01, 5.596E+01, 6.888E+01, 7.666E+01, 2.382E+01, 2.603E+01, 4.223E+01, 4.835E+01, 5.397E+01, 5.730E+01, 5.883E+01, 5.983E+01, 6.007E+01, 2.946E+01, 1.056E+00, 2.525E+02, 8.891E-01, 2.190E+02, 1.253E+00, 8.873E+01, 1.217E+00, 8.800E+01, 1.025E+00, 8.325E+01, 1.288E+00, 8.095E+01, 1.066E+00, 6.574E+01, 8.241E-01, 5.578E+01
 3.600E+02, 6.006E+01, 6.071E+01, 6.486E+01, 7.754E+01, 2.096E+02, 2.758E+02, 2.849E+02, 2.856E+02, 2.834E+02, 2.937E+01, 3.033E+01, 3.216E+01, 6.606E+01, 1.565E+02, 2.483E+02, 2.662E+01, 2.696E+01, 2.930E+01, 3.250E+01, 4.869E+01, 6.591E+01, 8.948E+01, 1.092E+02, 1.161E+02, 6.725E+01, 2.584E+01, 2.611E+01, 2.752E+01, 3.286E+01, 4.694E+01, 6.984E+01, 9.158E+01, 1.125E+02, 1.158E+02, 5.175E+01, 2.447E+01, 2.525E+01, 2.654E+01, 3.249E+01, 5.544E+01, 8.264E+01, 9.340E+01, 9.687E+01, 9.712E+01, 4.376E+01, 2.241E+01, 2.276E+01, 2.396E+01, 2.729E+01, 4.393E+01, 7.398E+01, 9.381E+01, 9.560E+01, 2.416E+01, 2.593E+01, 3.208E+01, 3.775E+01, 4.865E+01, 5.705E+01, 7.049E+01, 7.572E+01, 2.378E+01, 2.614E+01, 4.365E+01, 4.915E+01, 5.542E+01, 5.809E+01, 5.946E+01, 6.062E+01, 6.100E+01, 2.982E+01, 1.069E+00, 2.550E+02, 8.694E-01, 2.195E+02, 1.262E+00, 8.991E+01, 1.211E+00, 8.798E+01, 1.031E+00, 8.315E+01, 1.300E+00, 8.091E+01, 1.022E+00, 6.411E+01, 8.263E-01, 5.595E+01
 3.750E+02, 5.964E+01, 6.101E+01, 6.562E+01, 7.891E+01, 2.076E+02, 2.739E+02, 2.834E+02, 2.844E+02, 2.818E+02, 2.951E+01, 3.072E+01, 3.175E+01, 6.466E+01, 1.625E+02, 2.441E+02, 2.679E+01, 2.716E+01, 2.946E+01, 3.302E+01, 4.951E+01, 6.793E+01, 8.871E+01, 1.106E+02, 1.176E+02, 6.837E+01, 2.591E+01, 2.615E+01, 2.730E+01, 3.332E+01, 4.757E+01, 7.080E+01, 9.166E+01, 1.138E+02, 1.174E+02, 5.242E+01, 2.411E+01, 2.508E+01, 2.654E+01, 3.072E+01, 5.669E+01, 8.444E+01, 9.431E+01, 9.701E+01, 9.722E+01, 4.428E+01, 2.243E+01, 2.294E+01, 2.422E+01, 2.692E+01, 4.568E+01, 7.349E+01, 9.368E+01, 9.598E+01, 2.409E+01, 2.617E+01, 3.193E+01, 3.729E+01, 4.849E+01, 5.741E+01, 6.835E+01, 7.341E+01, 2.390E+01, 2.581E+01, 4.430E+01, 4.997E+01, 5.522E+01, 5.841E+01, 5.981E+01, 6.106E+01, 6.141E+01, 3.006E+01, 1.041E+00, 2.515E+02, 8.792E-01, 2.195E+02, 1.260E+00, 9.099E+01, 1.212E+00, 8.890E+01, 1.020E+00, 8.481E+01, 1.300E+00, 8.104E+01, 1.018E+00, 6.468E+01, 8.132E-01, 5.652E+01
 3.900E+02, 5.943E+01, 6.089E+01, 6.616E+01, 7.981E+01, 2.059E+02, 2.762E+02, 2.864E+02, 2.855E+02, 2.829E+02, 2.966E+01, 3.052E+01, 3.204E+01, 6.519E+01, 1.611E+02, 2.471E+02, 2.700E+01, 2.716E+01, 2.955E+01, 3.474E+01, 4.999E+01, 6.800E+01, 8.827E+01, 1.116E+02, 1.191E+02, 6.922E+01, 2.608E+01, 2.641E+01, 2.765E+01, 3.364E+01, 4.770E+01, 7.078E+01, 9.271E+01, 1.144E+02, 1.175E+02, 5.300E+01, 2.441E+01, 2.493E+01, 2.685E+01, 3.286E+01, 5.685E+01, 8.285E+01, 9.465E+01, 9.848E+01, 9.838E+01, 4.482E+01, 2.248E+01, 2.290E+01, 2.380E+01, 2.705E+01, 4.579E+01, 7.495E+01, 9.535E+01, 9.580E+01, 2.416E+01, 2.620E+01, 3.226E+01, 3.809E+01, 4.950E+01, 5.748E+01, 7.039E+01, 7.521E+01, 2.401E+01, 2.609E+01, 4.580E+01, 5.142E+01, 5.572E+01, 5.875E+01, 6.058E+01, 6.173E+01, 6.193E+01, 3.032E+01, 1.038E+00, 2.516E+02, 8.869E-01, 2.201E+02, 1.246E+00, 9.029E+01, 1.215E+00, 8.966E+01, 1.040E+00, 8.333E+01, 1.295E+00, 8.079E+01, 1.018E+00, 6.480E+01, 8.472E-01, 5.751E+01
 4.050E+02, 6.046E+01, 6.282E+01, 6.721E+01, 8.119E+01, 2.051E+02, 2.737E+02, 2.840E+02, 2.857E+02, 2.827E+02, 2.999E+01, 3.053E+01, 3.193E+01, 6.499E+01, 1.624E+02, 2.458E+02, 2.718E+01, 2.734E+01, 2.950E+01, 3.402E+01, 5.044E+01, 6.815E+01, 8.882E+01, 1.098E+02, 1.172E+02, 6.986E+01, 2.615E+01, 2.643E+01, 2.795E+01, 3.375E+01, 4.811E+01, 7.065E+01, 9.252E+01, 1.148E+02, 1.183E+02, 5.365E+01, 2.441E+01, 2.468E+01, 2.720E+01, 3.370E+01, 5.569E+01, 8.361E+01, 9.487E+01, 9.856E+01, 9.912E+01, 4.536E+01, 2.241E+01, 2.273E+01, 2.387E+01, 2.608E+01, 4.482E+01, 7.700E+01, 9.459E+01, 9.628E+01, 2.428E+01, 2.623E+01, 3.213E+01, 3.817E+01, 5.000E+01, 5.782E+01, 7.072E+01, 7.678E+01, 2.419E+01, 2.592E+01, 4.455E+01, 5.074E+01, 5.601E+01, 5.908E+01, 6.094E+01, 6.192E+01, 6.194E+01, 3.056E+01, 1.033E+00, 2.482E+02, 8.722E-01, 2.197E+02, 1.254E+00, 9.110E+01, 1.201E+00, 8.930E+01, 1.020E+00, 8.415E+01, 1.289E+00, 8.188E+01, 1.032E+00, 6.575E+01, 8.667E-01, 5.794E+01
